soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease,soil_type_encoded,Disease_encoded
Ferrugineux tropicaux,5.8,30.1,30.4,0.38,116.1,155.4,31.0,14.6,Faible,Anthracnose,1,0
Limoneux,6.6,31.4,50.4,1.04,133.0,178.1,25.0,12.7,Moyenne,Anthracnose,4,0
Limoneux,7.5,31.6,48.9,1.14,64.2,79.1,32.3,12.0,Élevée,Charcoal Rot,4,1
Graveleux,5.8,37.6,25.0,0.26,73.2,162.7,32.3,29.3,Faible,Charcoal Rot,2,1
Ferrugineux tropicaux,5.8,35.8,24.0,0.43,81.4,71.4,38.7,21.4,Faible,Sclérotiniose,1,4
Ferrugineux tropicaux,5.8,31.1,33.0,0.47,126.8,98.8,26.2,28.2,Faible,Anthracnose,1,0
Ferrugineux tropicaux,5.2,30.8,31.0,0.35,67.8,133.0,28.4,19.8,Faible,Anthracnose,1,0
Sableux,6.4,32.8,28.7,0.39,77.9,139.6,19.7,6.0,Faible,Charcoal Rot,5,1
Sableux,5.6,36.1,20.5,0.39,135.4,75.0,14.3,23.2,Faible,Anthracnose,5,0
Ferrugineux tropicaux,5.3,35.9,33.3,0.33,133.1,183.4,31.4,20.1,Faible,Nématodose,1,3
Hydromorphes,6.3,25.2,62.2,1.18,141.1,140.4,23.5,21.8,Moyenne,Nématodose,3,3
Ferrugineux tropicaux,6.0,36.0,28.9,0.5,92.3,194.9,19.9,16.5,Moyenne,Nématodose,1,3
Sableux,5.7,33.3,22.9,0.24,87.1,187.7,23.2,5.3,Faible,Fusariose,5,2
Limoneux,7.1,30.7,40.2,0.86,110.1,74.1,28.7,9.3,Moyenne,Fusariose,4,2
Argilo-sableux,6.2,32.2,41.3,0.63,126.1,139.7,12.8,8.7,Moyenne,Nématodose,0,3
Ferrugineux tropicaux,5.2,34.2,28.7,0.49,111.7,169.7,11.3,27.7,Faible,Fusariose,1,2
Hydromorphes,6.6,29.3,60.7,1.15,140.0,186.7,29.8,26.5,Moyenne,Fusariose,3,2
Ferrugineux tropicaux,5.3,32.7,28.2,0.33,112.5,171.2,33.3,18.3,Faible,Sclérotiniose,1,4
Argilo-sableux,6.2,33.9,35.2,0.61,82.2,181.6,11.4,20.8,Moyenne,Sclérotiniose,0,4
Hydromorphes,7.0,26.0,67.4,1.24,122.4,175.9,35.9,19.6,Élevée,Sclérotiniose,3,4
Hydromorphes,6.2,25.6,61.0,1.2,99.3,148.0,31.1,26.2,Élevée,Sclérotiniose,3,4
Hydromorphes,6.9,29.9,54.7,1.47,131.5,139.6,30.0,19.9,Moyenne,Fusariose,3,2
Limoneux,7.0,30.5,51.3,0.89,127.9,121.9,34.5,21.4,Moyenne,Charcoal Rot,4,1
Graveleux,5.9,36.1,15.6,0.19,122.9,113.0,28.7,21.7,Faible,Anthracnose,2,0
Limoneux,6.9,31.7,42.8,0.89,73.2,144.0,22.9,18.0,Moyenne,Nématodose,4,3
Argilo-sableux,6.7,33.4,33.1,0.64,99.8,113.9,35.5,23.3,Moyenne,Sclérotiniose,0,4
Sableux,6.4,32.6,31.0,0.2,142.5,164.6,12.9,16.8,Faible,Fusariose,5,2
Limoneux,7.5,31.8,44.6,1.18,75.0,157.1,15.5,13.5,Moyenne,Sclérotiniose,4,4
Sableux,6.1,35.3,27.6,0.26,119.6,110.0,29.4,9.8,Faible,Sclérotiniose,5,4
Limoneux,7.0,29.6,43.0,1.01,65.1,98.2,10.9,8.8,Moyenne,Charcoal Rot,4,1
Hydromorphes,6.5,28.6,69.1,1.06,79.1,86.9,31.0,8.7,Élevée,Nématodose,3,3
Sableux,6.2,33.4,29.3,0.2,116.5,115.6,14.5,25.9,Faible,Charcoal Rot,5,1
Graveleux,6.0,35.3,19.1,0.27,138.9,193.7,37.2,10.5,Faible,Anthracnose,2,0
Hydromorphes,6.9,25.5,64.3,1.06,105.4,192.4,13.0,16.0,Moyenne,Charcoal Rot,3,1
Graveleux,5.4,39.5,21.4,0.29,116.7,172.4,23.5,23.2,Faible,Fusariose,2,2
Argilo-sableux,6.0,30.8,41.2,0.52,60.8,169.0,12.3,28.2,Moyenne,Nématodose,0,3
Sableux,5.6,35.5,23.0,0.32,115.3,72.9,13.8,24.9,Faible,Nématodose,5,3
Graveleux,5.5,34.4,17.2,0.14,107.0,78.9,14.0,12.5,Faible,Fusariose,2,2
Ferrugineux tropicaux,5.0,32.7,25.1,0.32,112.0,84.6,16.7,9.4,Faible,Fusariose,1,2
Limoneux,7.3,31.5,46.5,1.03,109.1,123.6,22.1,10.3,Moyenne,Fusariose,4,2
Argilo-sableux,6.1,32.2,30.5,0.67,97.2,143.3,30.1,18.3,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.3,32.0,33.3,0.3,149.7,192.7,30.1,20.7,Faible,Sclérotiniose,1,4
Hydromorphes,6.3,28.4,58.4,1.43,93.6,155.1,28.7,25.0,Moyenne,Nématodose,3,3
Sableux,5.8,37.5,24.6,0.3,79.2,173.0,22.0,20.7,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.9,32.0,33.2,0.5,82.6,123.8,10.5,6.4,Moyenne,Anthracnose,1,0
Limoneux,6.8,30.4,43.9,0.83,64.5,186.3,27.3,11.6,Moyenne,Fusariose,4,2
Graveleux,5.6,39.6,15.1,0.11,60.9,95.7,24.6,10.0,Faible,Fusariose,2,2
Limoneux,6.7,28.9,49.1,1.18,85.6,185.0,16.9,16.8,Moyenne,Charcoal Rot,4,1
Argilo-sableux,6.7,30.0,42.2,0.54,147.4,158.9,17.9,7.2,Moyenne,Sclérotiniose,0,4
Sableux,5.6,32.7,22.5,0.21,141.1,170.4,27.0,27.3,Faible,Sclérotiniose,5,4
Argilo-sableux,6.7,28.0,42.1,0.64,146.9,78.2,13.2,7.5,Moyenne,Charcoal Rot,0,1
Graveleux,5.6,37.4,26.4,0.15,90.7,138.7,40.0,27.1,Faible,Nématodose,2,3
Sableux,5.8,34.3,31.7,0.21,141.6,112.4,39.2,6.2,Faible,Sclérotiniose,5,4
Limoneux,6.6,31.8,41.9,0.85,71.3,109.6,23.3,17.5,Moyenne,Anthracnose,4,0
Ferrugineux tropicaux,5.3,35.9,26.2,0.37,115.6,193.6,33.8,13.1,Faible,Fusariose,1,2
Graveleux,5.7,36.0,19.9,0.2,144.3,98.3,23.7,6.6,Faible,Anthracnose,2,0
Argilo-sableux,6.8,30.2,40.9,0.51,72.4,130.0,11.4,7.2,Moyenne,Sclérotiniose,0,4
Hydromorphes,6.7,30.0,65.2,1.37,96.4,139.3,26.7,21.2,Moyenne,Charcoal Rot,3,1
Graveleux,5.8,34.8,19.9,0.18,62.2,101.8,38.1,16.7,Faible,Anthracnose,2,0
Graveleux,5.5,37.6,29.8,0.17,123.0,124.9,17.7,25.6,Faible,Nématodose,2,3
Hydromorphes,6.3,27.4,59.0,1.3,129.0,198.6,36.8,19.5,Élevée,Fusariose,3,2
Limoneux,7.3,27.1,43.7,1.03,68.2,81.1,30.1,9.5,Élevée,Nématodose,4,3
Ferrugineux tropicaux,5.8,35.1,37.7,0.4,133.9,139.2,16.4,17.5,Faible,Anthracnose,1,0
Argilo-sableux,6.6,32.5,42.6,0.53,146.8,135.6,15.8,29.9,Moyenne,Charcoal Rot,0,1
Argilo-sableux,6.4,33.5,41.5,0.65,89.5,79.9,18.6,23.0,Moyenne,Fusariose,0,2
Graveleux,5.7,36.9,20.3,0.19,66.7,149.7,25.8,25.3,Faible,Anthracnose,2,0
Ferrugineux tropicaux,5.2,31.1,34.3,0.39,77.8,141.1,10.1,8.2,Faible,Nématodose,1,3
Sableux,6.4,33.4,29.4,0.29,73.6,70.6,12.7,7.0,Faible,Nématodose,5,3
Sableux,5.7,32.5,27.4,0.33,132.3,115.3,35.6,29.0,Faible,Anthracnose,5,0
Argilo-sableux,6.4,29.3,43.2,0.51,95.5,149.1,18.3,30.0,Moyenne,Nématodose,0,3
Hydromorphes,6.1,29.1,69.6,1.46,143.5,194.0,27.7,8.6,Moyenne,Nématodose,3,3
Hydromorphes,6.6,25.6,69.9,1.41,111.6,100.7,35.8,24.6,Élevée,Charcoal Rot,3,1
Limoneux,6.6,29.7,49.5,1.15,81.7,78.3,33.1,13.3,Élevée,Nématodose,4,3
Limoneux,7.4,29.4,50.1,0.87,62.4,150.9,21.0,28.1,Moyenne,Nématodose,4,3
Graveleux,5.3,38.3,26.0,0.24,89.7,127.1,26.8,29.2,Faible,Fusariose,2,2
Graveleux,5.8,37.4,27.2,0.12,71.2,161.7,14.3,27.3,Faible,Anthracnose,2,0
Hydromorphes,6.2,25.9,51.5,1.04,134.6,140.6,27.1,6.5,Moyenne,Fusariose,3,2
Hydromorphes,6.9,29.8,63.0,1.42,87.3,113.4,26.3,17.2,Moyenne,Nématodose,3,3
Ferrugineux tropicaux,5.6,30.3,21.6,0.47,70.7,193.2,16.8,7.9,Faible,Nématodose,1,3
Limoneux,6.9,27.5,46.2,0.94,73.5,172.9,22.6,11.4,Moyenne,Fusariose,4,2
Hydromorphes,6.7,26.9,68.4,1.39,89.9,155.1,34.9,29.9,Élevée,Sclérotiniose,3,4
Limoneux,6.9,28.7,53.4,1.09,84.8,184.6,31.1,15.1,Élevée,Nématodose,4,3
Hydromorphes,6.1,27.9,62.2,1.27,87.4,85.2,24.8,14.5,Moyenne,Sclérotiniose,3,4
Sableux,6.2,32.4,33.7,0.29,109.8,143.8,19.8,7.0,Faible,Anthracnose,5,0
Sableux,5.8,35.6,33.4,0.31,92.9,84.9,36.3,18.7,Faible,Anthracnose,5,0
Hydromorphes,6.6,30.0,65.3,1.32,132.6,76.8,32.1,6.8,Élevée,Nématodose,3,3
Ferrugineux tropicaux,5.1,31.1,36.4,0.42,143.2,177.4,37.6,29.2,Faible,Nématodose,1,3
Hydromorphes,6.3,29.3,51.3,1.2,86.8,83.7,35.9,7.8,Élevée,Charcoal Rot,3,1
Ferrugineux tropicaux,5.3,30.4,39.3,0.33,148.7,89.0,15.3,26.6,Faible,Nématodose,1,3
Ferrugineux tropicaux,5.5,35.9,37.3,0.48,144.0,131.7,37.8,8.8,Faible,Fusariose,1,2
Ferrugineux tropicaux,5.0,30.1,34.0,0.36,106.2,89.3,39.7,16.5,Faible,Nématodose,1,3
Argilo-sableux,6.8,28.7,43.6,0.54,113.5,141.8,14.3,14.6,Moyenne,Fusariose,0,2
Sableux,5.7,36.5,23.5,0.39,111.5,79.4,21.0,15.9,Faible,Charcoal Rot,5,1
Argilo-sableux,6.5,29.6,30.7,0.62,115.0,144.3,36.1,24.6,Moyenne,Fusariose,0,2
Graveleux,5.6,34.1,27.2,0.16,149.4,102.7,22.2,22.1,Faible,Charcoal Rot,2,1
Argilo-sableux,6.3,28.7,39.5,0.67,109.5,171.6,29.7,7.5,Moyenne,Anthracnose,0,0
Hydromorphes,6.7,28.5,51.2,1.24,132.2,88.4,24.5,23.7,Moyenne,Charcoal Rot,3,1
Limoneux,7.1,29.1,49.2,1.07,90.4,178.3,23.8,25.9,Moyenne,Nématodose,4,3
Ferrugineux tropicaux,5.7,34.8,26.9,0.43,116.3,162.6,36.2,21.2,Faible,Fusariose,1,2
Sableux,6.0,33.3,23.5,0.32,126.8,139.0,39.5,22.3,Faible,Fusariose,5,2
Limoneux,7.3,28.3,50.3,0.88,116.2,74.0,29.6,21.6,Moyenne,Charcoal Rot,4,1
Graveleux,5.1,34.2,16.2,0.29,61.0,70.8,36.6,22.8,Faible,Fusariose,2,2
Hydromorphes,6.7,25.9,67.1,1.04,95.4,192.7,27.8,17.8,Moyenne,Charcoal Rot,3,1
Sableux,6.3,35.2,34.2,0.33,97.6,117.3,27.1,22.5,Faible,Anthracnose,5,0
Graveleux,5.3,38.9,21.4,0.18,98.7,82.0,27.4,21.1,Faible,Nématodose,2,3
Limoneux,7.3,28.4,53.9,0.97,137.2,163.6,39.7,19.8,Moyenne,Charcoal Rot,4,1
Graveleux,6.0,36.5,18.5,0.21,63.4,100.7,29.5,22.4,Faible,Nématodose,2,3
Argilo-sableux,6.1,31.1,38.6,0.7,141.2,199.7,12.8,17.5,Moyenne,Fusariose,0,2
Graveleux,5.1,36.5,29.0,0.26,64.5,84.1,34.3,24.1,Faible,Sclérotiniose,2,4
Argilo-sableux,6.2,29.5,39.4,0.53,136.6,123.4,27.7,22.5,Moyenne,Anthracnose,0,0
Hydromorphes,6.9,26.7,50.8,1.2,113.6,133.2,36.7,8.1,Élevée,Fusariose,3,2
Sableux,6.2,32.6,23.7,0.34,114.6,93.2,32.2,20.3,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.8,31.8,37.4,0.49,86.4,131.6,29.0,27.4,Faible,Fusariose,1,2
Limoneux,7.1,26.0,40.3,1.06,62.8,164.6,14.1,8.0,Moyenne,Anthracnose,4,0
Hydromorphes,6.2,28.1,53.8,1.33,141.1,187.1,29.2,12.2,Moyenne,Fusariose,3,2
Graveleux,5.6,38.5,26.2,0.28,121.2,97.7,10.7,7.2,Faible,Charcoal Rot,2,1
Argilo-sableux,6.9,33.3,32.4,0.65,101.4,190.7,39.4,11.1,Moyenne,Nématodose,0,3
Hydromorphes,6.4,27.8,65.7,1.12,144.8,104.0,38.1,11.4,Élevée,Charcoal Rot,3,1
Ferrugineux tropicaux,5.5,33.5,20.2,0.39,95.3,123.0,13.6,19.3,Faible,Charcoal Rot,1,1
Sableux,5.9,36.1,27.3,0.29,78.3,110.5,28.1,22.9,Faible,Anthracnose,5,0
Ferrugineux tropicaux,5.8,30.1,25.1,0.47,137.1,88.8,24.9,8.0,Faible,Nématodose,1,3
Limoneux,6.8,26.8,45.4,0.84,97.4,105.1,25.3,29.5,Moyenne,Nématodose,4,3
Limoneux,6.6,26.3,48.7,0.83,96.3,109.5,35.2,9.6,Moyenne,Anthracnose,4,0
Sableux,5.5,35.8,32.8,0.32,87.1,181.3,32.9,18.0,Faible,Nématodose,5,3
Sableux,5.7,35.5,29.1,0.25,119.5,106.4,27.3,5.2,Faible,Anthracnose,5,0
Argilo-sableux,6.1,29.3,31.4,0.63,92.6,157.4,18.4,25.8,Moyenne,Fusariose,0,2
Graveleux,5.5,37.1,24.8,0.28,131.6,162.0,33.7,23.3,Faible,Nématodose,2,3
Argilo-sableux,6.6,33.3,36.4,0.66,70.1,132.9,34.4,22.2,Moyenne,Charcoal Rot,0,1
Hydromorphes,6.8,26.8,65.4,1.47,105.0,140.7,19.7,9.9,Moyenne,Fusariose,3,2
Graveleux,5.3,38.6,26.6,0.11,142.2,157.7,11.1,29.0,Faible,Anthracnose,2,0
Graveleux,5.2,34.7,17.9,0.13,107.8,172.0,30.4,26.5,Faible,Sclérotiniose,2,4
Argilo-sableux,6.6,32.4,32.4,0.59,86.1,194.6,17.0,10.2,Moyenne,Fusariose,0,2
Limoneux,7.2,28.4,52.5,1.15,101.9,176.1,12.4,9.5,Moyenne,Charcoal Rot,4,1
Limoneux,6.9,29.4,53.2,0.95,84.4,163.2,16.7,15.9,Moyenne,Nématodose,4,3
Ferrugineux tropicaux,6.0,33.6,27.6,0.39,120.9,84.4,33.2,7.5,Faible,Charcoal Rot,1,1
Graveleux,5.3,39.6,26.5,0.25,126.5,70.3,15.5,15.9,Faible,Sclérotiniose,2,4
Hydromorphes,6.6,27.2,56.6,1.15,61.1,159.9,14.7,21.0,Moyenne,Anthracnose,3,0
Hydromorphes,6.3,27.4,63.9,1.32,126.8,152.5,12.8,23.6,Moyenne,Anthracnose,3,0
Sableux,6.4,37.0,27.7,0.23,128.7,97.3,30.8,11.8,Faible,Charcoal Rot,5,1
Ferrugineux tropicaux,5.9,34.1,29.8,0.31,81.4,196.7,12.0,11.7,Faible,Charcoal Rot,1,1
Limoneux,6.7,27.5,54.8,0.96,100.3,129.6,19.8,19.6,Moyenne,Nématodose,4,3
Sableux,5.5,32.3,21.8,0.32,140.8,164.5,38.5,10.3,Faible,Nématodose,5,3
Hydromorphes,6.9,27.2,56.6,1.22,127.2,89.8,27.1,22.2,Moyenne,Charcoal Rot,3,1
Hydromorphes,6.0,26.7,68.7,1.19,97.7,141.0,30.1,6.7,Élevée,Sclérotiniose,3,4
Limoneux,6.6,30.1,53.4,1.13,77.9,133.0,27.6,21.8,Moyenne,Sclérotiniose,4,4
Limoneux,7.3,27.6,54.6,1.07,102.4,74.6,36.0,12.5,Élevée,Charcoal Rot,4,1
Graveleux,5.1,35.7,30.0,0.27,61.7,110.4,35.7,10.9,Faible,Sclérotiniose,2,4
Graveleux,5.2,39.4,18.9,0.3,105.9,137.6,21.6,5.9,Faible,Fusariose,2,2
Hydromorphes,6.8,26.2,63.7,1.33,135.3,119.9,29.6,28.0,Moyenne,Fusariose,3,2
Ferrugineux tropicaux,5.9,30.9,24.6,0.49,132.5,90.7,29.7,16.2,Faible,Charcoal Rot,1,1
Ferrugineux tropicaux,5.1,32.4,23.9,0.41,140.3,77.7,10.2,23.0,Faible,Sclérotiniose,1,4
Argilo-sableux,6.9,29.7,35.7,0.59,126.4,153.8,32.2,22.4,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.1,33.7,35.1,0.31,88.6,113.1,34.9,11.8,Faible,Anthracnose,1,0
Sableux,5.7,35.3,26.1,0.28,96.5,173.6,16.7,21.5,Faible,Charcoal Rot,5,1
Graveleux,5.1,38.6,18.8,0.18,137.1,138.9,35.5,20.7,Faible,Sclérotiniose,2,4
Argilo-sableux,6.7,28.1,41.3,0.69,86.0,169.1,35.0,26.0,Moyenne,Charcoal Rot,0,1
Limoneux,6.6,29.8,41.9,0.97,66.1,122.0,24.0,26.0,Moyenne,Fusariose,4,2
Argilo-sableux,6.0,30.9,33.7,0.68,119.6,79.2,23.4,15.9,Moyenne,Sclérotiniose,0,4
Graveleux,5.5,37.7,20.1,0.11,145.1,141.7,24.1,20.5,Faible,Nématodose,2,3
Graveleux,5.1,35.6,22.0,0.16,134.4,127.6,27.1,26.8,Faible,Sclérotiniose,2,4
Sableux,5.6,36.4,32.1,0.26,113.6,197.9,24.2,12.1,Faible,Nématodose,5,3
Hydromorphes,6.8,28.8,66.7,1.03,109.1,162.0,12.4,27.9,Moyenne,Sclérotiniose,3,4
Graveleux,5.0,38.2,19.2,0.24,128.0,103.8,17.9,7.1,Faible,Fusariose,2,2
Hydromorphes,6.6,27.8,57.1,1.43,124.9,163.3,31.6,12.7,Élevée,Charcoal Rot,3,1
Hydromorphes,6.3,27.3,66.8,1.0,108.8,188.7,11.0,23.3,Moyenne,Anthracnose,3,0
Graveleux,5.2,38.9,26.2,0.1,148.3,193.6,14.0,22.3,Faible,Charcoal Rot,2,1
Ferrugineux tropicaux,5.9,30.0,39.0,0.47,95.3,172.5,29.2,28.8,Faible,Sclérotiniose,1,4
Argilo-sableux,6.2,32.5,37.4,0.58,110.3,194.6,16.5,27.0,Moyenne,Fusariose,0,2
Hydromorphes,6.9,27.5,68.5,1.19,102.8,130.2,23.6,21.0,Moyenne,Nématodose,3,3
Sableux,6.4,32.7,29.9,0.23,99.8,192.3,23.7,6.2,Faible,Sclérotiniose,5,4
Sableux,6.2,34.4,22.8,0.29,99.8,78.1,37.5,12.8,Faible,Sclérotiniose,5,4
Sableux,6.3,36.0,32.2,0.28,132.9,133.1,17.4,5.7,Faible,Sclérotiniose,5,4
Ferrugineux tropicaux,5.6,32.5,22.6,0.37,96.2,114.2,29.1,17.2,Faible,Sclérotiniose,1,4
Hydromorphes,6.5,27.7,60.4,1.32,121.1,149.8,11.0,9.7,Moyenne,Charcoal Rot,3,1
Limoneux,7.0,31.3,51.6,1.17,104.7,129.2,12.5,29.3,Moyenne,Sclérotiniose,4,4
Argilo-sableux,6.2,30.1,43.9,0.52,78.0,187.5,17.1,13.3,Moyenne,Fusariose,0,2
Sableux,5.6,36.3,30.7,0.21,66.8,110.0,15.5,19.2,Faible,Nématodose,5,3
Hydromorphes,7.0,26.0,61.4,1.29,79.8,174.2,14.5,27.4,Moyenne,Charcoal Rot,3,1
Graveleux,5.3,35.1,22.0,0.27,131.9,142.1,26.4,26.5,Faible,Charcoal Rot,2,1
Argilo-sableux,6.6,28.6,31.3,0.66,140.9,149.9,12.5,24.8,Moyenne,Fusariose,0,2
Graveleux,5.0,39.7,15.3,0.28,130.1,154.2,25.6,26.2,Faible,Nématodose,2,3
Limoneux,6.7,28.7,43.4,0.99,143.2,177.3,27.6,28.9,Moyenne,Anthracnose,4,0
Graveleux,5.6,34.6,29.8,0.11,113.7,156.5,10.9,16.6,Faible,Sclérotiniose,2,4
Limoneux,6.9,27.9,45.5,1.01,87.0,126.7,16.0,12.2,Moyenne,Nématodose,4,3
Argilo-sableux,6.1,29.9,32.8,0.66,111.6,132.1,15.1,21.0,Moyenne,Anthracnose,0,0
Graveleux,5.7,38.7,23.5,0.2,127.6,187.1,14.3,12.3,Faible,Sclérotiniose,2,4
Limoneux,6.8,27.9,54.3,0.83,83.8,172.1,12.5,18.7,Moyenne,Sclérotiniose,4,4
Argilo-sableux,6.4,29.8,37.2,0.67,69.6,151.3,27.2,5.5,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.9,31.0,23.9,0.4,141.2,132.5,28.3,20.7,Faible,Charcoal Rot,1,1
Argilo-sableux,6.5,33.4,36.5,0.53,135.6,149.7,29.5,10.4,Moyenne,Sclérotiniose,0,4
Sableux,6.3,34.7,27.2,0.32,106.6,75.5,17.2,24.7,Faible,Sclérotiniose,5,4
Sableux,5.8,34.0,26.8,0.22,136.0,152.0,21.3,26.7,Faible,Anthracnose,5,0
Limoneux,7.3,26.1,53.8,1.16,145.0,103.8,14.0,13.8,Moyenne,Charcoal Rot,4,1
Hydromorphes,7.0,27.3,59.2,1.11,84.5,176.7,10.8,25.3,Moyenne,Sclérotiniose,3,4
Sableux,5.6,36.7,28.9,0.31,100.2,132.9,23.6,12.2,Faible,Fusariose,5,2
Limoneux,6.8,30.3,50.9,1.18,93.4,105.9,27.6,29.1,Moyenne,Fusariose,4,2
Graveleux,6.0,38.6,26.3,0.11,130.3,80.8,18.8,29.5,Faible,Nématodose,2,3
Argilo-sableux,6.9,29.3,39.3,0.54,115.5,183.1,32.0,24.4,Moyenne,Nématodose,0,3
Limoneux,7.4,27.1,51.1,0.82,98.2,179.1,10.8,20.6,Moyenne,Nématodose,4,3
Graveleux,5.9,39.7,15.7,0.27,143.2,104.6,25.8,26.8,Faible,Nématodose,2,3
Sableux,6.2,35.9,33.4,0.2,147.7,97.2,28.4,15.2,Faible,Nématodose,5,3
Sableux,5.6,33.7,24.8,0.3,147.9,108.4,17.1,7.7,Faible,Charcoal Rot,5,1
Sableux,6.1,35.4,29.0,0.27,99.0,132.9,38.5,28.8,Faible,Charcoal Rot,5,1
Sableux,5.5,33.4,28.9,0.25,107.4,91.5,21.0,18.0,Faible,Sclérotiniose,5,4
Hydromorphes,6.7,25.4,58.6,1.29,102.9,91.0,12.4,28.1,Moyenne,Anthracnose,3,0
Ferrugineux tropicaux,5.4,30.1,22.4,0.34,138.2,99.8,30.0,27.1,Faible,Anthracnose,1,0
Ferrugineux tropicaux,5.3,35.8,27.9,0.34,64.9,112.8,38.7,25.6,Faible,Nématodose,1,3
Ferrugineux tropicaux,5.4,31.4,22.5,0.44,127.5,116.9,32.3,13.4,Faible,Sclérotiniose,1,4
Argilo-sableux,6.0,31.7,42.7,0.62,98.5,80.7,25.1,27.4,Moyenne,Anthracnose,0,0
Limoneux,6.8,28.5,47.4,0.95,116.4,132.0,27.3,12.7,Moyenne,Nématodose,4,3
Argilo-sableux,6.0,33.8,37.1,0.59,93.7,113.3,34.4,11.9,Moyenne,Sclérotiniose,0,4
Graveleux,5.7,34.6,19.6,0.11,70.6,123.9,22.3,19.8,Faible,Anthracnose,2,0
Ferrugineux tropicaux,5.6,32.2,27.6,0.32,142.3,186.8,18.0,23.9,Faible,Fusariose,1,2
Ferrugineux tropicaux,5.1,32.0,36.7,0.31,76.9,87.2,22.8,5.3,Faible,Nématodose,1,3
Argilo-sableux,6.5,30.2,37.4,0.67,123.5,83.2,33.6,20.1,Moyenne,Nématodose,0,3
Hydromorphes,6.3,28.1,51.1,1.1,120.5,144.9,31.3,6.5,Élevée,Fusariose,3,2
Sableux,5.5,32.2,20.5,0.3,147.8,119.9,30.1,9.7,Faible,Fusariose,5,2
Argilo-sableux,6.1,33.5,30.1,0.63,111.1,169.0,13.5,16.1,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.3,35.6,20.8,0.41,143.5,196.7,18.4,23.8,Faible,Sclérotiniose,1,4
Graveleux,5.9,35.1,17.1,0.14,125.2,95.0,16.6,23.1,Faible,Anthracnose,2,0
Argilo-sableux,6.8,30.5,42.0,0.52,106.5,130.6,26.8,8.8,Moyenne,Anthracnose,0,0
Hydromorphes,6.5,28.8,51.4,1.26,81.4,115.7,12.5,16.1,Moyenne,Nématodose,3,3
Sableux,5.5,33.1,26.0,0.33,106.8,81.5,32.5,17.3,Faible,Charcoal Rot,5,1
Hydromorphes,6.5,27.4,68.7,1.37,121.2,77.8,19.3,20.2,Moyenne,Sclérotiniose,3,4
Limoneux,6.6,31.5,47.8,1.03,88.5,102.7,16.6,8.3,Moyenne,Charcoal Rot,4,1
Argilo-sableux,6.1,30.6,41.8,0.59,149.4,91.2,38.2,6.8,Moyenne,Fusariose,0,2
Ferrugineux tropicaux,5.3,33.8,34.9,0.31,110.5,194.9,12.5,9.7,Faible,Charcoal Rot,1,1
Argilo-sableux,6.7,29.0,30.1,0.54,88.9,190.5,26.9,5.4,Moyenne,Fusariose,0,2
Argilo-sableux,6.8,33.3,35.7,0.61,64.2,99.9,11.7,20.1,Moyenne,Charcoal Rot,0,1
Argilo-sableux,6.8,30.5,30.7,0.6,75.8,74.2,33.0,20.0,Moyenne,Charcoal Rot,0,1
Argilo-sableux,6.6,29.2,44.1,0.67,127.1,187.2,29.0,26.6,Moyenne,Nématodose,0,3
Limoneux,6.9,27.7,53.7,1.11,121.5,75.2,36.4,24.7,Élevée,Charcoal Rot,4,1
Argilo-sableux,6.4,29.1,39.6,0.65,133.1,156.4,19.2,11.4,Moyenne,Sclérotiniose,0,4
Graveleux,5.1,39.1,18.0,0.11,119.3,169.5,17.0,17.6,Faible,Fusariose,2,2
Sableux,6.5,35.9,20.7,0.28,135.6,123.3,16.7,20.7,Faible,Fusariose,5,2
Hydromorphes,6.4,27.8,53.2,1.26,115.5,109.6,19.7,7.3,Moyenne,Fusariose,3,2
Hydromorphes,6.7,25.5,66.2,1.38,63.9,118.6,32.5,7.6,Élevée,Charcoal Rot,3,1
Sableux,5.7,32.8,30.6,0.23,102.3,156.7,17.0,17.9,Faible,Sclérotiniose,5,4
Sableux,5.7,34.4,31.3,0.39,85.6,173.6,29.5,15.4,Faible,Nématodose,5,3
Limoneux,6.6,29.8,48.8,0.95,142.4,138.5,36.0,13.6,Moyenne,Anthracnose,4,0
Argilo-sableux,6.7,30.1,35.5,0.52,114.6,76.5,33.3,15.1,Moyenne,Sclérotiniose,0,4
Limoneux,7.3,26.5,49.8,0.88,72.3,190.1,33.5,9.0,Moyenne,Fusariose,4,2
Limoneux,7.4,28.8,51.5,0.86,139.7,189.7,37.1,22.3,Moyenne,Nématodose,4,3
Ferrugineux tropicaux,5.6,33.5,22.7,0.46,104.1,72.1,15.8,7.9,Faible,Fusariose,1,2
Sableux,6.4,32.4,24.9,0.36,111.1,188.3,32.2,14.0,Faible,Nématodose,5,3
Limoneux,7.1,28.8,53.1,0.98,78.5,157.9,28.9,9.3,Moyenne,Nématodose,4,3
Ferrugineux tropicaux,5.8,31.6,37.9,0.48,124.8,173.1,32.7,28.5,Faible,Nématodose,1,3
Limoneux,6.6,30.8,50.1,0.91,83.2,109.7,13.2,15.3,Moyenne,Fusariose,4,2
