soil_type,pH,potassium,phosphore,azote,humidite,EC,temperature,rainfall,culture_recommandee
Limonneux,7.22,199.0,26.5,0.07,28.4,1.97,37.3,308.8,Gombo
Sableux,6.69,142.4,36.9,0.274,5.4,1.85,38.2,159.7,Riz pluvial
Rocheux,6.07,69.2,18.1,0.035,20.1,1.42,35.1,247.3,Arachide
Rocheux,6.22,66.6,10.6,0.072,8.3,2.29,28.6,633.4,Manioc
Rocheux,6.58,254.5,26.5,0.031,31.9,1.79,40.7,711.0,Maïs
Sableux,6.05,95.3,58.2,0.213,10.5,0.39,38.0,430.6,Mil
Argileux,6.38,285.6,52.4,0.245,31.6,0.56,36.6,750.4,Niébé
Argileux,7.72,239.9,21.3,0.163,25.4,1.64,30.6,618.8,Maïs
Sableux,7.56,64.6,29.2,0.291,24.0,0.58,44.1,353.9,Sésame
Rocheux,5.85,210.8,15.9,0.108,21.3,2.0,28.0,374.7,Niébé
Rocheux,7.06,86.9,49.2,0.163,10.5,0.5,36.7,184.3,Niébé
Argileux,7.78,170.4,24.2,0.159,32.4,2.04,25.3,427.6,Arachide
Salin,7.25,98.5,45.9,0.061,39.8,0.19,29.8,796.4,Gombo
Rocheux,7.99,193.4,56.8,0.209,5.9,0.83,32.2,708.3,Manioc
Limonneux,6.03,57.9,40.4,0.264,10.3,1.29,39.3,493.7,Mil
Limonneux,5.84,263.3,26.0,0.233,13.3,0.91,38.5,303.2,Mil
Limonneux,6.07,81.2,17.7,0.221,7.3,1.35,28.5,780.6,Riz pluvial
Argileux,5.66,282.6,30.8,0.162,5.2,0.44,39.9,321.4,Gombo
Limonneux,5.61,289.5,29.6,0.106,33.0,0.53,44.6,589.6,Sésame
Argileux,6.27,224.8,56.6,0.279,11.6,1.23,36.6,233.8,Patate douce
Argileux,6.1,162.2,10.7,0.216,17.6,1.09,28.1,499.3,Niébé
Argileux,6.58,147.5,38.6,0.241,32.6,1.04,39.4,500.6,Gombo
Sableux,6.76,258.3,34.7,0.137,18.3,1.06,40.0,118.4,Maïs
Sableux,6.21,165.4,57.3,0.08,31.8,0.76,29.5,278.5,Mil
Salin,7.09,238.4,6.1,0.028,28.0,1.69,39.9,378.7,Sorgho
Argileux,6.72,277.8,40.6,0.221,6.0,0.96,42.8,518.3,Arachide
Salin,5.91,62.5,22.8,0.252,20.1,0.51,32.6,768.0,Arachide
Rocheux,5.73,261.0,43.0,0.061,13.5,1.95,35.4,552.8,Arachide
Rocheux,7.41,149.5,14.5,0.25,24.5,1.61,31.1,449.7,Maïs
Limonneux,6.26,244.4,8.3,0.03,11.4,0.17,27.0,708.5,Arachide
Limonneux,7.22,90.4,14.4,0.029,33.8,1.36,36.8,151.0,Patate douce
Salin,6.99,136.5,10.1,0.057,18.8,1.28,28.8,163.7,Riz pluvial
Sableux,6.2,233.3,30.8,0.049,12.8,0.31,37.7,423.6,Mil
Salin,7.02,296.0,31.7,0.204,23.2,2.03,42.5,438.4,Sésame
Argileux,6.59,106.1,55.1,0.129,12.3,0.83,32.3,212.7,Patate douce
Sableux,6.06,222.8,22.4,0.147,38.7,1.85,35.3,785.6,Maïs
Limonneux,7.4,150.4,20.8,0.203,38.8,1.53,37.5,358.3,Maïs
Salin,7.1,115.8,14.7,0.126,18.0,1.58,38.9,348.2,Sésame
Argileux,7.22,295.3,43.5,0.094,23.3,1.28,29.6,590.1,Arachide
Salin,7.58,96.4,12.0,0.21,9.7,0.49,36.8,328.3,Arachide
Sableux,7.85,124.1,26.4,0.269,38.6,1.58,39.9,271.9,Sésame
Sableux,7.83,234.2,32.2,0.213,34.8,0.15,39.7,539.9,Patate douce
Argileux,6.11,128.1,59.8,0.283,6.5,1.32,31.0,299.1,Sésame
Argileux,6.56,144.0,12.7,0.057,37.9,2.45,32.6,343.4,Sorgho
Salin,5.51,186.4,37.5,0.104,24.5,2.28,35.3,653.0,Gombo
Salin,7.44,201.7,52.1,0.262,33.9,0.22,37.6,396.6,Gombo
Sableux,5.92,196.1,51.5,0.13,12.7,1.07,36.8,177.6,Riz pluvial
Rocheux,7.54,133.1,17.5,0.16,30.9,1.04,40.5,589.1,Riz pluvial
Rocheux,7.53,191.7,31.3,0.296,22.7,0.24,36.7,769.8,Riz pluvial
Salin,5.75,81.6,46.0,0.168,6.0,0.63,43.1,636.1,Niébé
Salin,5.71,113.9,27.0,0.229,26.4,2.29,37.0,631.3,Manioc
Argileux,5.96,138.8,21.5,0.205,16.5,0.25,33.4,246.1,Arachide
Sableux,7.51,183.2,38.0,0.04,31.9,0.83,43.5,212.4,Riz pluvial
Rocheux,5.91,242.3,46.3,0.267,25.7,1.26,41.8,534.0,Sorgho
Salin,6.78,175.8,41.3,0.144,11.5,1.58,38.3,622.9,Niébé
Sableux,7.81,140.4,46.3,0.062,33.7,1.64,26.6,489.1,Riz pluvial
Argileux,6.84,155.1,24.1,0.145,31.1,2.19,38.4,251.1,Patate douce
Sableux,7.56,62.5,59.4,0.088,24.9,0.66,41.7,146.7,Niébé
Salin,5.64,293.3,56.8,0.272,32.3,0.15,31.3,322.7,Sésame
Argileux,6.27,220.1,43.4,0.174,12.3,0.86,33.8,356.4,Sorgho
Rocheux,7.07,258.4,41.4,0.245,6.0,1.56,35.4,131.9,Sésame
Limonneux,6.32,254.2,13.4,0.092,5.7,1.94,38.4,637.7,Niébé
Rocheux,7.38,261.0,50.1,0.253,31.9,0.12,26.9,392.2,Niébé
Sableux,6.69,292.8,32.1,0.258,8.0,0.47,37.0,267.9,Patate douce
Rocheux,6.12,258.8,52.1,0.232,25.6,0.14,32.9,360.5,Maïs
Limonneux,6.04,84.2,41.9,0.044,34.8,1.95,38.0,583.7,Arachide
Argileux,7.95,63.4,42.6,0.254,11.4,0.63,30.2,561.7,Gombo
Sableux,7.96,226.7,28.9,0.197,15.6,0.17,33.0,721.9,Manioc
Limonneux,7.76,146.3,6.0,0.244,24.1,1.01,41.7,504.8,Arachide
Sableux,5.99,83.1,9.0,0.199,17.5,0.51,43.0,617.8,Riz pluvial
Rocheux,6.98,176.2,21.1,0.063,29.6,0.18,33.2,272.5,Sésame
Salin,7.38,82.7,9.0,0.082,6.8,2.19,31.9,161.3,Riz pluvial
Argileux,5.99,141.2,42.9,0.286,37.0,1.41,44.3,648.5,Manioc
Salin,6.42,219.9,50.0,0.186,30.5,1.25,36.7,677.9,Arachide
Rocheux,6.54,241.6,50.1,0.046,27.9,0.5,34.6,100.0,Sorgho
Argileux,5.76,207.7,19.1,0.273,28.6,2.47,39.9,122.5,Maïs
Argileux,6.92,112.1,47.7,0.173,18.7,0.2,41.2,167.7,Sorgho
Rocheux,6.13,215.2,44.2,0.232,26.2,2.03,36.2,275.7,Sorgho
Rocheux,7.07,150.0,24.8,0.18,9.9,0.93,28.3,632.6,Patate douce
Argileux,7.12,207.0,48.3,0.116,26.2,2.05,36.4,749.2,Sorgho
Rocheux,6.47,293.0,30.1,0.13,14.0,2.06,41.6,620.8,Gombo
Salin,7.09,140.2,33.5,0.076,22.6,0.93,30.4,573.4,Sorgho
Sableux,6.68,158.9,43.9,0.037,29.6,2.34,36.4,188.3,Niébé
Rocheux,7.36,224.2,34.2,0.065,5.3,1.22,36.4,538.8,Arachide
Salin,7.51,201.2,24.0,0.074,35.2,2.13,28.7,319.3,Maïs
Sableux,6.5,220.9,13.5,0.256,8.4,1.72,40.9,143.5,Riz pluvial
Argileux,5.74,218.2,18.4,0.224,15.0,1.23,35.5,642.3,Patate douce
Argileux,7.06,193.7,59.6,0.057,33.3,2.18,34.3,785.8,Niébé
Rocheux,5.54,155.9,50.0,0.099,8.5,1.04,27.9,654.2,Manioc
Rocheux,7.12,186.3,33.8,0.264,18.4,0.99,34.9,681.3,Gombo
Rocheux,5.98,126.7,21.8,0.195,8.8,2.14,28.4,345.1,Patate douce
Salin,7.66,226.3,42.5,0.121,16.8,0.62,25.6,759.4,Manioc
Limonneux,7.34,86.3,55.5,0.186,37.2,2.0,39.5,469.1,Manioc
Sableux,7.61,91.3,43.7,0.162,30.2,2.28,35.1,483.8,Arachide
Rocheux,6.47,183.3,44.5,0.151,10.2,0.34,37.9,123.8,Riz pluvial
Argileux,5.58,214.9,21.7,0.165,18.6,0.78,38.9,633.9,Patate douce
Argileux,7.53,294.2,16.7,0.258,21.8,0.32,31.6,613.9,Niébé
Rocheux,5.58,264.7,57.2,0.296,21.0,0.89,33.6,506.3,Sorgho
Rocheux,5.8,160.8,24.9,0.08,26.6,0.71,42.7,667.8,Riz pluvial
Sableux,5.73,172.2,38.2,0.048,7.7,0.2,34.7,644.2,Manioc
Sableux,7.42,271.7,41.2,0.111,21.4,0.45,29.1,482.6,Patate douce
Argileux,6.25,78.4,22.6,0.208,14.2,0.46,26.0,110.8,Patate douce
Rocheux,6.6,147.7,20.6,0.174,27.3,1.15,35.8,546.1,Maïs
Limonneux,6.45,95.4,13.4,0.233,39.1,1.04,33.7,270.9,Mil
Sableux,7.66,128.0,46.0,0.083,11.1,2.12,29.9,541.6,Sorgho
Salin,5.62,229.3,12.3,0.145,32.2,2.4,28.1,720.4,Riz pluvial
Rocheux,6.71,168.5,35.4,0.108,35.4,0.36,37.5,577.0,Mil
Salin,6.35,230.6,59.9,0.063,28.1,0.14,42.3,277.0,Riz pluvial
Salin,6.03,166.8,41.9,0.126,27.1,2.42,26.0,274.9,Manioc
Argileux,5.5,224.7,15.6,0.208,32.6,1.26,35.3,533.2,Gombo
Rocheux,5.63,61.7,15.7,0.127,11.9,0.22,32.3,707.9,Sorgho
Limonneux,7.51,102.7,50.9,0.146,35.3,1.57,30.1,233.1,Arachide
Salin,7.31,297.0,17.7,0.192,29.0,2.0,35.3,632.6,Patate douce
Salin,6.16,131.7,7.5,0.211,21.2,1.48,27.8,472.5,Sésame
Sableux,6.87,146.4,47.8,0.155,14.8,1.5,42.0,469.6,Gombo
Salin,7.55,212.9,25.9,0.204,24.6,1.66,31.1,562.9,Sorgho
Argileux,7.59,160.1,36.8,0.238,31.3,0.48,30.7,213.1,Sésame
Rocheux,6.35,246.2,5.8,0.105,23.3,0.28,26.2,511.1,Patate douce
Salin,5.99,177.1,27.1,0.115,32.0,0.21,28.9,429.4,Arachide
Sableux,5.73,149.6,44.5,0.097,16.9,0.98,34.0,672.0,Maïs
Salin,6.83,258.9,18.3,0.114,5.3,1.81,27.4,795.3,Mil
Sableux,7.55,267.4,50.9,0.282,19.7,1.37,42.6,360.7,Riz pluvial
Sableux,5.65,55.3,33.0,0.159,36.2,0.37,34.1,281.8,Riz pluvial
Sableux,7.08,254.5,11.1,0.137,27.6,1.43,41.5,305.4,Riz pluvial
Limonneux,7.14,165.6,52.8,0.242,19.4,0.38,44.5,452.6,Niébé
Limonneux,7.72,298.1,30.4,0.09,19.3,1.54,34.1,510.9,Arachide
Rocheux,6.36,160.3,17.9,0.15,18.6,1.98,44.1,125.2,Sésame
Limonneux,7.2,106.7,48.8,0.192,9.4,2.08,40.3,302.4,Maïs
Limonneux,6.3,236.8,34.6,0.185,15.8,1.62,25.8,427.2,Patate douce
Argileux,7.73,156.4,25.9,0.072,35.7,0.46,33.5,519.8,Sésame
Limonneux,6.85,134.5,45.1,0.144,14.6,1.02,28.2,432.2,Sésame
Salin,7.01,191.4,27.7,0.05,25.7,0.3,32.7,661.8,Niébé
Salin,7.27,207.3,54.9,0.219,6.6,0.57,44.5,746.8,Patate douce
Rocheux,5.99,148.5,46.7,0.286,22.9,0.81,39.7,462.7,Niébé
Argileux,6.24,145.0,52.4,0.257,39.7,0.52,32.3,337.3,Arachide
Argileux,5.88,243.6,19.6,0.055,30.3,0.18,28.2,137.9,Niébé
Salin,6.41,222.2,53.6,0.188,25.2,1.03,26.7,645.1,Sésame
Sableux,7.84,213.4,25.2,0.12,30.0,1.73,36.7,634.7,Manioc
Salin,5.9,133.4,40.5,0.279,14.7,1.62,29.2,168.6,Sorgho
Limonneux,7.99,204.4,17.6,0.059,10.3,1.75,25.8,799.0,Gombo
Limonneux,6.05,83.9,39.0,0.106,28.9,0.73,40.7,567.0,Arachide
Limonneux,7.63,140.2,25.8,0.146,25.8,0.78,35.6,100.5,Niébé
Rocheux,6.41,199.6,54.6,0.076,16.6,0.82,28.9,532.7,Manioc
Rocheux,7.81,271.4,54.2,0.163,15.9,0.27,40.5,169.0,Patate douce
Limonneux,5.79,214.9,10.0,0.053,14.2,1.69,28.0,791.6,Sorgho
Rocheux,7.96,84.3,20.6,0.263,38.8,2.41,26.1,107.2,Patate douce
Rocheux,5.58,86.3,58.9,0.132,34.1,0.95,44.0,386.3,Arachide
Argileux,6.98,183.8,38.1,0.194,38.8,0.42,35.6,792.8,Riz pluvial
Argileux,7.3,66.2,31.0,0.116,32.0,0.4,31.8,645.7,Mil
Argileux,7.69,281.8,48.4,0.203,34.6,0.13,41.1,107.7,Sorgho
Argileux,6.19,131.0,12.1,0.159,13.4,2.31,39.8,661.2,Manioc
Argileux,6.59,214.2,29.5,0.172,31.7,1.22,26.5,629.0,Niébé
Rocheux,7.4,67.9,37.6,0.229,24.1,2.04,32.5,517.0,Manioc
Sableux,6.25,298.9,52.3,0.176,39.5,1.83,35.5,118.2,Gombo
Rocheux,7.74,106.9,9.1,0.271,28.5,2.23,30.3,411.9,Manioc
Salin,5.61,89.1,21.6,0.085,38.1,0.55,38.5,284.1,Gombo
Rocheux,7.24,207.3,14.9,0.245,17.0,1.38,29.3,503.2,Arachide
Argileux,5.86,201.6,48.4,0.136,7.4,0.71,44.8,309.1,Mil
Limonneux,7.01,225.4,39.3,0.026,19.8,1.31,34.5,581.0,Sésame
Limonneux,6.96,135.0,9.5,0.25,38.4,1.8,28.6,194.4,Sésame
Limonneux,7.56,263.4,35.8,0.189,13.8,0.57,30.6,384.1,Niébé
Limonneux,6.5,262.7,16.9,0.189,23.5,2.16,38.2,211.5,Gombo
Sableux,7.65,55.9,15.8,0.131,18.5,0.31,39.7,188.2,Arachide
Argileux,7.55,192.3,40.9,0.216,9.9,1.44,41.1,120.7,Manioc
Argileux,6.46,146.3,24.0,0.222,27.1,0.87,26.5,294.7,Patate douce
Limonneux,5.69,168.7,28.3,0.244,10.9,0.12,28.1,607.9,Maïs
Salin,6.78,231.3,12.4,0.102,38.7,1.87,39.8,278.5,Arachide
Limonneux,5.74,154.9,19.7,0.253,29.7,1.09,27.8,364.4,Riz pluvial
Argileux,7.32,64.7,13.5,0.289,34.5,0.37,38.9,655.4,Maïs
Salin,6.03,177.7,6.2,0.215,37.8,0.86,31.3,364.7,Patate douce
Rocheux,5.94,209.8,57.3,0.181,15.0,1.16,29.7,641.8,Sorgho
Argileux,7.24,291.2,54.5,0.13,22.4,2.25,39.7,331.6,Niébé
Sableux,7.28,224.0,11.6,0.053,25.7,1.48,25.6,566.1,Riz pluvial
Limonneux,6.73,241.0,6.8,0.235,12.1,1.36,31.1,173.3,Sésame
Argileux,6.3,223.6,32.7,0.133,31.4,0.89,28.3,622.7,Arachide
Sableux,6.98,245.4,26.2,0.281,17.2,0.14,27.9,589.9,Gombo
Salin,6.7,195.6,13.6,0.053,31.2,1.12,25.7,644.4,Gombo
Sableux,7.8,68.6,53.7,0.28,35.1,1.93,26.3,247.1,Niébé
Sableux,6.95,215.5,43.9,0.068,25.6,2.27,42.7,781.9,Niébé
Limonneux,7.31,296.0,25.5,0.253,19.8,0.62,32.6,137.0,Gombo
Argileux,5.76,162.1,51.2,0.065,34.8,0.41,28.2,789.3,Arachide
Salin,6.78,129.1,51.9,0.042,12.0,0.86,33.1,709.6,Gombo
Limonneux,7.42,287.9,8.3,0.225,8.0,0.22,37.6,123.1,Riz pluvial
Sableux,5.78,120.4,43.5,0.198,9.1,0.56,26.1,610.5,Sésame
Argileux,6.44,150.3,40.4,0.031,16.6,1.21,29.6,529.7,Patate douce
Salin,7.75,285.2,25.3,0.187,37.9,2.36,30.6,689.2,Niébé
Limonneux,6.19,168.7,18.6,0.042,23.9,1.19,37.4,404.6,Mil
Rocheux,7.93,146.7,19.2,0.282,38.8,1.94,27.8,625.5,Patate douce
Rocheux,5.98,288.3,23.5,0.158,10.4,0.57,38.1,643.9,Manioc
Salin,5.78,212.7,20.4,0.179,11.1,0.31,36.3,627.8,Gombo
Argileux,5.53,230.2,30.2,0.082,29.4,1.46,25.8,669.3,Sorgho
Sableux,6.25,101.5,57.8,0.049,23.4,0.32,27.0,473.2,Manioc
Limonneux,5.98,142.6,18.5,0.135,34.0,0.82,38.7,379.5,Patate douce
Limonneux,6.7,128.9,47.5,0.057,18.6,1.42,43.3,415.2,Riz pluvial
Argileux,6.51,122.0,47.1,0.211,19.0,0.26,27.3,333.7,Niébé
Salin,6.78,61.2,26.4,0.091,28.1,0.91,35.4,172.7,Arachide
Salin,6.53,72.1,34.1,0.223,5.8,1.3,41.4,361.6,Manioc
Salin,6.74,265.6,53.4,0.177,18.9,0.37,26.3,308.9,Niébé
Salin,7.58,266.2,25.3,0.106,23.5,0.14,37.5,458.8,Gombo
Limonneux,6.81,281.3,45.8,0.249,23.7,0.23,38.6,546.6,Arachide
Salin,6.7,166.4,50.0,0.295,7.2,0.58,38.2,520.9,Mil
Salin,5.82,57.8,57.3,0.218,5.6,2.03,43.0,769.6,Maïs
Limonneux,6.78,201.9,24.8,0.047,11.8,2.28,28.1,676.1,Sésame
Sableux,6.09,80.0,32.9,0.185,36.7,1.34,35.6,258.2,Sésame
Salin,7.33,62.2,38.8,0.145,37.9,2.4,41.0,145.1,Sorgho
Argileux,6.24,88.2,16.9,0.252,10.9,0.26,37.3,695.5,Arachide
Argileux,6.83,248.4,56.2,0.275,37.4,0.47,31.4,274.5,Riz pluvial
Salin,6.44,87.2,14.1,0.293,24.6,1.07,39.5,369.5,Sorgho
Salin,6.82,160.8,43.3,0.076,17.1,0.19,26.9,643.9,Sorgho
Argileux,7.66,219.4,35.5,0.127,17.5,0.87,41.4,614.5,Mil
Rocheux,6.67,133.2,33.6,0.116,16.5,2.2,44.8,508.6,Sésame
Salin,7.55,228.1,32.4,0.114,13.3,1.63,31.5,778.0,Sésame
Rocheux,6.76,186.2,49.7,0.222,25.1,1.43,31.4,569.2,Sésame
Argileux,6.99,273.6,55.8,0.177,15.6,0.55,43.6,226.2,Patate douce
Salin,6.03,229.0,23.3,0.272,7.1,0.77,39.7,591.3,Maïs
Limonneux,7.5,113.4,43.3,0.048,6.2,0.71,40.6,397.2,Sésame
Sableux,5.85,100.4,59.7,0.024,28.3,1.32,43.9,679.9,Riz pluvial
Limonneux,6.56,124.1,34.1,0.097,18.7,0.13,39.1,106.7,Maïs
Argileux,7.26,201.0,41.9,0.126,17.1,1.08,44.5,701.0,Gombo
Sableux,6.54,126.9,14.0,0.08,17.2,1.92,40.3,416.8,Niébé
Limonneux,7.58,170.9,15.9,0.213,35.6,1.29,37.3,186.3,Sésame
Salin,5.91,180.7,39.4,0.193,8.2,0.3,25.3,595.7,Gombo
Argileux,6.04,187.4,53.5,0.06,36.1,1.44,45.0,792.1,Niébé
Salin,6.72,84.1,19.8,0.186,37.6,0.3,44.3,499.7,Maïs
Argileux,6.62,69.0,9.4,0.103,13.8,0.66,43.0,652.2,Manioc
Argileux,7.04,130.0,30.0,0.111,5.3,1.93,36.3,121.7,Gombo
Sableux,7.02,263.4,51.9,0.217,19.8,1.31,30.3,777.8,Manioc
Rocheux,7.01,194.1,39.4,0.082,16.6,0.34,36.5,647.5,Gombo
Rocheux,7.78,222.6,9.3,0.156,9.7,2.07,44.3,453.3,Sésame
Rocheux,7.09,273.5,55.5,0.066,14.4,1.8,31.9,223.0,Gombo
Rocheux,5.54,275.3,49.6,0.244,7.0,0.23,41.2,576.6,Riz pluvial
Limonneux,6.33,135.7,12.5,0.05,14.9,1.7,32.0,557.9,Niébé
Rocheux,7.97,288.9,59.4,0.262,27.8,1.89,38.9,131.9,Arachide
Limonneux,5.52,220.8,17.5,0.073,23.7,1.94,29.9,630.4,Mil
Rocheux,6.92,66.5,26.6,0.286,27.1,0.62,42.2,494.1,Arachide
Argileux,6.59,226.2,32.8,0.185,30.8,0.36,31.6,313.9,Maïs
Sableux,6.34,122.8,55.9,0.128,17.0,1.34,41.1,385.8,Sorgho
Argileux,6.35,68.3,35.6,0.055,18.0,1.54,30.6,487.1,Mil
Salin,5.88,296.8,25.3,0.107,7.3,2.28,43.4,510.5,Mil
Rocheux,6.28,162.8,14.2,0.275,30.1,1.02,31.6,739.2,Riz pluvial
Argileux,7.34,162.7,38.2,0.082,14.4,1.89,40.6,158.5,Maïs
Limonneux,6.91,176.4,41.1,0.162,31.4,1.34,39.4,148.6,Arachide
Rocheux,6.74,178.2,59.9,0.236,24.0,0.72,33.9,575.0,Gombo
Limonneux,6.36,133.4,9.3,0.254,35.8,1.59,27.2,773.6,Patate douce
Salin,6.89,112.4,44.5,0.024,6.2,1.78,32.7,331.2,Riz pluvial
Rocheux,5.94,276.3,10.1,0.107,33.1,1.89,40.1,648.5,Riz pluvial
Rocheux,6.12,278.3,14.4,0.116,10.9,1.63,43.2,200.6,Niébé
Salin,7.0,66.4,29.2,0.247,23.1,0.21,28.2,180.6,Riz pluvial
Limonneux,6.65,141.2,52.6,0.146,27.1,0.85,36.7,681.2,Patate douce
Argileux,5.5,98.9,45.5,0.035,26.4,1.78,41.8,197.4,Arachide
Argileux,7.69,171.8,34.8,0.058,19.2,0.79,40.3,561.4,Mil
Salin,6.2,71.5,37.7,0.227,36.4,0.6,36.9,380.1,Niébé
Limonneux,6.58,54.2,10.1,0.253,37.3,0.27,33.5,337.5,Riz pluvial
Rocheux,6.17,224.2,7.9,0.149,30.0,1.87,26.8,691.1,Mil
Limonneux,7.87,247.7,13.2,0.123,24.9,0.88,40.5,545.8,Mil
Argileux,7.6,143.2,57.8,0.171,24.6,2.32,27.6,400.3,Manioc
Limonneux,7.69,199.6,51.9,0.296,37.0,0.46,32.3,543.2,Sésame
Salin,7.15,279.0,24.2,0.095,11.3,0.96,39.5,535.8,Sorgho
Salin,7.63,71.8,19.5,0.038,32.3,2.27,33.2,642.4,Niébé
Argileux,7.69,259.6,23.6,0.033,29.2,0.72,38.0,166.0,Arachide
Limonneux,6.15,282.0,30.2,0.195,6.6,1.89,33.3,539.9,Mil
Rocheux,6.58,79.5,30.8,0.024,5.9,2.12,26.2,201.4,Patate douce
Argileux,7.72,119.0,32.8,0.187,25.5,2.38,38.7,626.1,Arachide
Sableux,7.7,236.3,8.4,0.205,26.8,1.12,44.6,279.5,Niébé
Argileux,7.86,217.3,44.6,0.123,15.9,0.31,35.6,403.4,Gombo
Limonneux,7.66,270.9,49.3,0.14,17.4,2.3,42.1,337.0,Gombo
Salin,5.66,227.8,16.4,0.154,38.7,0.31,29.2,676.3,Manioc
Sableux,6.69,278.3,22.4,0.207,21.2,1.36,43.4,216.8,Patate douce
Sableux,7.5,276.8,6.6,0.211,24.0,1.73,43.8,301.0,Sésame
Limonneux,5.83,134.9,24.9,0.032,16.6,2.34,32.9,476.2,Niébé
Rocheux,7.87,197.2,47.9,0.256,29.9,2.36,39.8,442.1,Maïs
Rocheux,6.42,110.5,16.8,0.259,29.3,0.63,33.0,222.0,Gombo
Argileux,6.3,125.4,43.9,0.182,26.2,2.19,27.8,633.8,Patate douce
Rocheux,6.19,206.1,48.4,0.184,30.5,2.41,29.8,218.8,Maïs
Rocheux,7.13,62.0,9.4,0.246,5.7,1.52,45.0,273.4,Arachide
Sableux,6.19,66.7,10.9,0.223,39.5,2.43,37.3,789.6,Gombo
Sableux,7.82,104.6,35.9,0.044,30.1,0.18,30.6,302.6,Gombo
Argileux,6.55,224.4,28.6,0.265,23.2,2.18,37.0,624.1,Arachide
Argileux,7.7,112.1,57.3,0.138,5.3,1.98,27.6,446.2,Maïs
Sableux,7.62,207.0,49.2,0.202,23.1,0.27,39.9,273.5,Arachide
Salin,6.03,121.1,26.5,0.29,23.7,2.17,30.3,589.0,Maïs
Rocheux,6.12,163.2,15.6,0.256,9.4,0.94,44.4,454.9,Gombo
Argileux,5.94,280.2,51.2,0.111,39.7,1.07,41.9,397.5,Patate douce
Salin,6.62,193.9,51.3,0.102,25.6,2.04,30.9,353.0,Manioc
Salin,7.98,57.0,53.0,0.136,24.9,2.41,35.5,290.9,Riz pluvial
Salin,6.83,85.9,19.8,0.207,36.0,0.42,39.9,200.6,Sorgho
Limonneux,7.71,175.4,49.6,0.075,25.9,0.26,30.4,723.9,Gombo
Salin,6.45,238.6,17.2,0.085,30.4,1.41,33.1,696.4,Patate douce
Rocheux,6.49,182.3,29.0,0.165,36.4,1.61,37.4,749.7,Patate douce
Salin,7.28,55.7,35.3,0.155,6.6,0.33,37.1,573.2,Arachide
Argileux,5.67,103.3,16.3,0.272,11.7,1.59,29.0,636.9,Riz pluvial
Sableux,5.62,68.6,24.4,0.083,20.8,1.7,39.8,467.3,Gombo
Rocheux,6.19,242.9,5.5,0.098,7.2,0.6,31.1,129.3,Niébé
Salin,6.8,84.3,53.5,0.192,14.1,1.39,38.6,426.1,Gombo
Salin,5.76,133.0,21.4,0.083,19.1,0.75,36.1,231.4,Mil
Sableux,6.12,190.6,15.4,0.145,29.0,1.0,37.9,144.2,Arachide
Limonneux,6.2,206.7,16.0,0.249,15.7,0.29,31.6,511.1,Sésame
Argileux,7.87,184.8,54.0,0.1,13.0,1.94,43.4,330.3,Niébé
Rocheux,7.91,68.7,16.2,0.243,8.3,0.56,39.0,629.1,Riz pluvial
Rocheux,6.31,58.0,49.5,0.237,37.4,0.96,39.7,424.3,Patate douce
Limonneux,6.43,149.5,40.3,0.174,9.4,2.23,25.2,377.4,Gombo
Argileux,6.57,83.6,10.9,0.297,18.0,0.41,26.7,289.0,Sésame
Rocheux,7.68,254.8,14.9,0.273,14.3,0.47,27.9,392.8,Mil
Salin,6.18,241.0,27.1,0.13,5.9,0.79,40.3,680.9,Maïs
Rocheux,6.62,53.2,55.1,0.142,10.2,2.01,27.7,337.7,Gombo
Rocheux,7.61,52.2,50.5,0.021,9.5,1.42,32.1,161.2,Manioc
Sableux,6.92,183.0,16.2,0.178,15.6,1.63,39.8,211.8,Riz pluvial
Salin,7.53,115.5,15.9,0.196,33.4,1.23,33.4,458.2,Arachide
Salin,6.03,167.9,42.2,0.252,9.4,1.1,33.2,706.6,Riz pluvial
Rocheux,7.88,164.0,7.8,0.028,14.6,0.74,39.6,203.1,Manioc
Limonneux,5.61,59.6,11.3,0.131,37.5,2.36,34.4,509.7,Patate douce
Limonneux,5.52,79.8,55.5,0.193,6.8,1.62,29.1,466.0,Patate douce
Sableux,6.69,97.6,38.1,0.281,8.8,0.64,32.8,412.9,Mil
Salin,6.72,147.5,57.7,0.043,30.2,0.31,34.4,476.8,Arachide
Rocheux,5.53,77.5,26.5,0.252,14.0,1.17,31.8,279.3,Riz pluvial
Limonneux,5.51,92.3,40.7,0.243,5.9,1.45,32.7,289.8,Maïs
Rocheux,6.89,265.1,10.4,0.22,31.7,0.5,33.8,780.2,Sorgho
Limonneux,7.28,181.5,46.3,0.095,30.4,0.31,25.0,499.0,Mil
Limonneux,7.98,217.1,10.9,0.197,12.9,1.89,31.8,536.5,Riz pluvial
Argileux,6.58,152.0,54.3,0.226,37.0,1.76,43.7,302.0,Manioc
Rocheux,6.44,147.4,53.4,0.297,5.8,1.14,28.6,481.3,Patate douce
Sableux,7.07,204.7,22.9,0.195,14.0,1.17,42.0,603.5,Maïs
Salin,7.45,261.6,27.2,0.293,36.1,1.74,34.3,339.6,Sorgho
Argileux,5.8,87.1,17.2,0.164,15.9,1.19,27.6,238.8,Riz pluvial
Limonneux,5.71,175.9,25.9,0.032,20.5,2.27,36.6,117.4,Riz pluvial
Salin,7.63,59.5,41.1,0.106,14.5,1.01,36.7,774.8,Maïs
Sableux,6.18,82.4,22.8,0.238,14.0,1.25,32.3,176.7,Maïs
