soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease
Arenosol,5.76,40.3,36.2,0.392,15.3,106.2,0.0224,9.8,1.06,Root-knot nematodes
Lixisol,6.1,30.1,26.3,0.244,14.5,102.2,0.0287,13.1,1.111,Pythium damping-off
Lixisol,6.11,29.4,26.9,0.955,19.6,177.8,0.04,3.1,1.257,Root-knot nematodes
Arenosol,6.13,31.7,34.7,0.845,15.5,191.3,0.0318,12.1,1.293,Root-knot nematodes
Plinthosol,5.66,39.8,12.4,0.359,10.2,145.4,0.0271,14.0,1.124,Charcoal rot
Lixisol,6.01,41.9,33.1,0.447,19.1,199.0,0.0479,4.7,1.183,Fusarium wilt
Vertisol,5.32,32.3,10.0,0.622,7.5,178.4,0.0256,12.8,1.142,Root-knot nematodes
Plinthosol,5.52,32.1,36.9,0.41,16.8,104.2,0.0473,13.1,1.234,Pythium damping-off
Arenosol,5.64,38.9,33.7,0.605,9.4,84.5,0.0279,12.8,1.184,Rhizoctonia root rot
Arenosol,5.0,30.1,36.7,0.882,6.8,170.1,0.0384,12.9,1.267,Fusarium wilt
Arenosol,6.06,28.9,36.6,0.838,14.2,184.7,0.0351,4.6,1.217,Rhizoctonia root rot
Plinthosol,5.24,40.2,28.9,0.967,13.9,160.0,0.0238,3.4,1.103,Rhizoctonia root rot
Arenosol,6.46,29.7,13.5,0.345,14.6,143.9,0.0313,14.2,1.135,Rhizoctonia root rot
Arenosol,6.48,31.8,26.4,0.803,6.2,165.0,0.0312,4.5,1.141,Pythium damping-off
Arenosol,5.92,29.2,28.8,0.654,15.5,105.8,0.0415,4.5,1.197,Root-knot nematodes
Arenosol,5.85,35.1,14.0,0.78,8.2,80.0,0.0287,9.5,1.219,Charcoal rot
Arenosol,6.23,36.2,25.0,0.986,7.8,130.1,0.0226,5.5,1.182,Fusarium wilt
Lixisol,6.51,34.4,37.7,0.504,6.6,75.2,0.0276,13.5,1.146,Root-knot nematodes
Plinthosol,5.8,44.1,19.8,0.448,12.3,52.1,0.0447,12.4,1.248,Charcoal rot
Lixisol,5.94,42.3,26.3,0.763,17.5,91.8,0.0296,8.0,1.208,Root-knot nematodes
Plinthosol,6.8,38.2,26.1,0.279,11.5,160.5,0.0341,14.5,1.101,Root-knot nematodes
Regosol,6.05,34.8,29.7,0.983,11.5,150.0,0.0397,7.5,1.328,Root-knot nematodes
Arenosol,6.59,35.9,35.6,0.878,19.4,76.2,0.0309,5.8,1.168,Pythium damping-off
Arenosol,6.2,42.9,18.2,0.782,5.3,82.1,0.0473,3.4,1.245,Fusarium wilt
Lixisol,5.43,40.4,32.8,0.73,8.0,95.8,0.0357,9.1,1.198,Root-knot nematodes
Regosol,5.87,44.3,14.5,0.558,9.4,82.1,0.032,7.4,1.145,Rhizoctonia root rot
Plinthosol,6.4,38.7,25.7,0.323,10.6,128.4,0.0378,3.8,1.034,Pythium damping-off
Arenosol,6.67,30.7,14.5,0.373,7.3,50.7,0.0271,10.8,1.051,Fusarium wilt
Plinthosol,6.47,44.6,15.7,0.736,16.2,195.8,0.033,10.5,1.211,Fusarium wilt
Arenosol,5.51,35.5,37.1,0.555,5.3,78.6,0.0391,4.0,1.106,Fusarium wilt
Plinthosol,6.58,36.2,11.5,0.375,5.8,72.6,0.0265,11.2,1.063,Rhizoctonia root rot
Arenosol,5.42,32.2,13.0,0.34,5.9,187.2,0.0382,11.4,1.125,Pythium damping-off
Arenosol,6.1,41.1,19.8,0.363,9.8,50.4,0.0317,3.4,1.034,Fusarium wilt
Plinthosol,6.09,43.1,29.4,0.814,16.6,83.0,0.0232,7.8,1.178,Pythium damping-off
Plinthosol,6.06,28.9,24.1,0.257,9.0,180.0,0.031,14.5,1.151,Root-knot nematodes
Plinthosol,5.65,39.1,14.4,0.394,9.2,196.0,0.0441,5.4,1.12,Rhizoctonia root rot
Vertisol,6.07,33.0,16.2,0.701,9.5,169.4,0.0274,11.2,1.218,Rhizoctonia root rot
Vertisol,5.83,30.0,38.0,0.597,10.3,108.8,0.0382,5.9,1.17,Root-knot nematodes
Arenosol,5.79,35.1,31.1,0.65,13.4,144.5,0.0405,5.1,1.185,Root-knot nematodes
Vertisol,6.41,43.9,22.9,0.212,17.9,79.1,0.0459,9.7,1.128,Charcoal rot
Arenosol,7.0,32.4,33.8,0.8,13.9,158.4,0.0328,11.4,1.19,Pythium damping-off
Arenosol,5.21,43.4,27.0,0.283,17.1,72.3,0.0241,3.3,0.894,Rhizoctonia root rot
Arenosol,5.95,41.9,14.1,0.584,19.3,125.7,0.0321,8.6,1.178,Rhizoctonia root rot
Arenosol,6.06,35.1,38.8,0.876,15.2,93.7,0.0499,7.2,1.352,Fusarium wilt
Arenosol,5.45,30.0,27.6,0.279,18.8,170.2,0.031,5.1,0.983,Fusarium wilt
Arenosol,5.54,38.4,39.8,0.703,8.3,115.2,0.0477,4.0,1.205,Fusarium wilt
Vertisol,5.61,30.8,21.5,0.86,19.0,185.8,0.0479,13.9,1.392,Root-knot nematodes
Arenosol,5.71,40.0,14.5,0.483,7.4,53.1,0.0497,3.3,1.159,Fusarium wilt
Plinthosol,6.22,33.0,34.6,0.92,19.2,175.2,0.0227,3.3,1.133,Pythium damping-off
Arenosol,6.08,38.2,20.3,0.429,19.9,109.4,0.0421,10.9,1.218,Rhizoctonia root rot
Arenosol,6.11,33.2,13.3,0.492,9.2,130.1,0.0327,6.6,1.12,Rhizoctonia root rot
Plinthosol,5.04,42.5,23.0,0.554,11.4,128.0,0.0308,10.2,1.091,Fusarium wilt
Lixisol,6.09,43.5,37.0,0.418,8.4,180.0,0.0475,11.7,1.258,Pythium damping-off
Arenosol,5.82,38.2,36.5,0.378,16.1,113.4,0.0312,7.3,1.08,Fusarium wilt
Plinthosol,6.51,36.7,31.7,0.47,11.2,154.9,0.0239,11.2,1.084,Pythium damping-off
Arenosol,5.95,32.1,10.5,0.701,6.1,115.3,0.0472,4.6,1.25,Fusarium wilt
Arenosol,6.0,31.9,36.5,0.989,8.4,84.2,0.0357,6.7,1.301,Rhizoctonia root rot
Plinthosol,5.53,34.2,26.7,0.943,6.3,73.3,0.0217,14.9,1.266,Pythium damping-off
Plinthosol,5.81,43.7,31.5,0.686,16.0,54.0,0.023,5.0,1.092,Pythium damping-off
Arenosol,5.02,40.7,18.8,0.624,5.7,52.7,0.0396,5.2,1.096,Charcoal rot
Plinthosol,5.64,41.4,35.0,0.296,12.4,163.3,0.0232,13.1,1.067,Root-knot nematodes
Lixisol,5.93,35.0,18.6,0.532,5.1,129.8,0.0337,3.6,1.103,Fusarium wilt
Arenosol,6.4,36.6,38.3,0.386,8.5,66.2,0.0389,3.0,1.05,Fusarium wilt
Arenosol,5.08,39.0,20.3,0.694,15.5,90.9,0.0293,4.0,1.046,Charcoal rot
Arenosol,5.54,31.0,17.4,0.381,17.7,123.0,0.0487,14.3,1.252,Root-knot nematodes
Arenosol,5.72,44.9,21.8,0.588,10.5,119.9,0.0475,10.8,1.277,Rhizoctonia root rot
Arenosol,5.73,33.6,28.6,0.386,6.9,77.6,0.0265,9.7,1.078,Fusarium wilt
Regosol,6.46,31.7,22.4,0.255,8.3,80.9,0.043,7.5,1.089,Root-knot nematodes
Arenosol,6.0,32.5,21.4,0.409,13.4,144.2,0.0224,5.8,1.033,Rhizoctonia root rot
Arenosol,6.21,37.3,29.3,0.619,18.5,160.2,0.038,7.9,1.198,Root-knot nematodes
Arenosol,5.49,41.9,35.6,0.214,8.5,70.9,0.0299,9.8,1.023,Charcoal rot
Arenosol,6.76,37.0,32.5,0.601,9.5,103.6,0.0245,3.6,1.0,Rhizoctonia root rot
Arenosol,6.54,37.2,25.8,0.939,7.2,61.5,0.0403,8.5,1.283,Pythium damping-off
Arenosol,5.97,37.3,34.5,0.666,6.8,152.5,0.0469,11.3,1.329,Root-knot nematodes
Arenosol,6.49,29.6,26.4,0.994,7.5,197.0,0.0349,9.0,1.279,Pythium damping-off
Arenosol,5.79,41.6,11.9,0.849,10.5,99.3,0.0275,8.8,1.217,Fusarium wilt
Regosol,6.48,28.2,25.5,0.266,19.2,86.6,0.0381,10.1,1.096,Fusarium wilt
Arenosol,6.38,31.7,12.1,0.389,17.4,183.6,0.0239,14.1,1.11,Root-knot nematodes
Lixisol,5.02,32.6,38.8,0.745,6.8,50.1,0.043,9.0,1.204,Pythium damping-off
Arenosol,6.09,32.1,28.9,0.258,9.4,68.2,0.0363,14.0,1.173,Rhizoctonia root rot
Arenosol,5.22,33.3,20.2,0.59,12.9,199.8,0.0325,11.6,1.149,Root-knot nematodes
Vertisol,5.86,39.6,24.3,0.902,8.6,169.0,0.0308,12.4,1.308,Root-knot nematodes
Regosol,5.27,37.2,37.9,0.658,11.5,153.5,0.0232,12.2,1.126,Pythium damping-off
Vertisol,5.83,28.9,22.5,0.351,19.5,157.4,0.0422,8.0,1.148,Rhizoctonia root rot
Lixisol,5.75,44.8,11.7,0.639,7.9,109.2,0.0413,14.4,1.307,Rhizoctonia root rot
Vertisol,5.76,30.6,28.6,0.429,16.1,108.2,0.0381,4.1,1.088,Pythium damping-off
Regosol,5.75,38.3,31.1,0.262,9.7,113.3,0.0434,13.6,1.195,Pythium damping-off
Arenosol,5.45,39.6,26.9,0.333,6.3,121.2,0.0366,5.3,1.036,Fusarium wilt
Plinthosol,6.84,38.0,34.0,0.235,11.3,157.9,0.0399,11.6,1.08,Charcoal rot
Regosol,6.22,29.2,27.8,0.774,13.0,136.4,0.0261,7.2,1.163,Rhizoctonia root rot
Arenosol,6.45,36.0,11.3,0.452,9.4,78.7,0.0363,7.0,1.102,Charcoal rot
Arenosol,6.17,42.6,29.8,0.86,19.0,64.6,0.042,14.6,1.388,Rhizoctonia root rot
Plinthosol,6.92,34.7,22.6,0.29,15.0,88.8,0.0381,8.3,1.035,Fusarium wilt
Vertisol,5.95,43.5,13.0,0.534,15.4,100.0,0.0328,14.1,1.241,Fusarium wilt
Lixisol,6.08,44.2,25.0,0.604,14.1,86.5,0.0497,7.0,1.265,Charcoal rot
Arenosol,5.6,33.4,14.4,0.858,13.5,139.4,0.0205,9.2,1.163,Rhizoctonia root rot
Arenosol,5.8,38.6,26.9,0.501,12.0,125.3,0.0226,7.2,1.062,Pythium damping-off
Arenosol,6.14,32.2,16.6,0.782,16.3,64.0,0.0256,9.6,1.203,Fusarium wilt
Arenosol,5.82,38.6,20.5,0.679,11.1,120.9,0.0263,14.4,1.235,Rhizoctonia root rot
Arenosol,6.37,33.4,25.8,0.439,11.2,131.2,0.0264,3.1,0.994,Pythium damping-off
Arenosol,5.83,29.5,33.0,0.509,18.2,149.0,0.0304,13.9,1.204,Pythium damping-off
Arenosol,6.26,40.4,31.3,0.431,9.5,62.1,0.0361,13.4,1.199,Charcoal rot
Arenosol,6.63,33.7,18.9,0.816,8.8,63.4,0.0452,14.1,1.341,Pythium damping-off
Arenosol,6.23,44.4,29.9,0.391,15.3,176.2,0.0349,12.7,1.174,Pythium damping-off
Arenosol,5.34,40.7,25.6,0.549,15.5,64.3,0.0458,12.4,1.238,Rhizoctonia root rot
Arenosol,5.61,31.4,20.3,0.967,10.9,169.4,0.0228,9.4,1.213,Rhizoctonia root rot
Arenosol,6.08,44.9,33.1,0.591,10.9,162.3,0.0499,9.8,1.299,Pythium damping-off
Regosol,5.64,35.2,18.2,0.57,17.2,102.3,0.0461,14.8,1.309,Fusarium wilt
Plinthosol,6.56,42.9,30.3,0.596,14.1,102.2,0.0297,10.5,1.141,Root-knot nematodes
Arenosol,6.29,44.6,35.6,0.863,15.7,65.5,0.0359,14.4,1.338,Fusarium wilt
Lixisol,5.59,31.6,18.6,0.674,13.1,145.4,0.0217,11.4,1.144,Rhizoctonia root rot
Arenosol,5.42,43.1,31.8,0.343,12.3,137.8,0.0306,9.8,1.059,Root-knot nematodes
Arenosol,5.56,33.2,31.9,0.694,14.9,199.5,0.0437,12.5,1.294,Rhizoctonia root rot
Arenosol,6.2,41.3,14.2,0.668,5.2,97.5,0.0436,5.9,1.221,Rhizoctonia root rot
Arenosol,6.28,28.9,31.7,0.517,14.7,86.5,0.0414,5.6,1.15,Root-knot nematodes
Arenosol,5.72,29.1,39.4,0.67,6.9,90.9,0.0327,3.1,1.111,Pythium damping-off
Regosol,5.92,33.9,39.3,0.871,8.5,163.0,0.0321,4.1,1.201,Pythium damping-off
Arenosol,6.42,30.0,31.9,0.461,12.8,110.4,0.0222,14.2,1.119,Pythium damping-off
Arenosol,6.68,34.1,18.4,0.228,11.7,71.7,0.0332,5.2,0.969,Pythium damping-off
Lixisol,6.87,35.0,19.7,0.241,16.9,108.1,0.0207,5.7,0.885,Root-knot nematodes
Vertisol,5.51,37.7,13.4,0.717,16.0,75.5,0.0251,12.0,1.176,Fusarium wilt
Lixisol,6.63,44.9,23.5,0.42,7.6,137.8,0.0444,6.3,1.112,Charcoal rot
Lixisol,6.4,34.8,13.0,0.805,10.0,89.4,0.0211,8.5,1.142,Fusarium wilt
Arenosol,5.88,32.3,38.0,0.69,19.8,155.7,0.0213,9.6,1.151,Root-knot nematodes
Arenosol,6.47,31.0,25.4,0.526,16.0,195.2,0.0365,11.9,1.189,Fusarium wilt
Arenosol,6.08,39.5,15.4,0.365,8.1,59.0,0.0493,6.5,1.184,Fusarium wilt
Lixisol,5.51,28.5,32.1,0.961,16.5,51.5,0.0232,7.8,1.183,Charcoal rot
Lixisol,6.12,31.3,12.0,0.478,12.2,135.2,0.033,13.9,1.215,Rhizoctonia root rot
Plinthosol,6.22,32.5,17.6,0.444,9.9,111.1,0.0441,4.7,1.138,Pythium damping-off
Regosol,6.01,36.6,20.3,0.441,16.1,195.1,0.0453,8.1,1.211,Root-knot nematodes
Arenosol,5.69,30.9,10.5,0.394,19.7,168.5,0.0319,12.3,1.143,Rhizoctonia root rot
Arenosol,6.43,31.8,24.7,0.264,18.6,107.8,0.0432,8.6,1.111,Root-knot nematodes
Plinthosol,6.72,39.3,26.4,0.754,17.6,148.3,0.0292,3.8,1.08,Rhizoctonia root rot
Regosol,5.94,41.3,34.4,0.273,9.4,97.5,0.0312,10.2,1.1,Root-knot nematodes
Arenosol,6.79,29.2,37.9,0.911,7.6,102.8,0.0299,5.0,1.14,Root-knot nematodes
Arenosol,5.63,43.0,13.0,0.371,16.0,88.9,0.0306,5.7,1.034,Rhizoctonia root rot
Arenosol,6.74,33.3,22.9,0.508,8.9,93.7,0.0299,4.5,1.019,Fusarium wilt
Regosol,5.79,39.5,12.8,0.85,14.3,129.2,0.0499,9.5,1.359,Rhizoctonia root rot
Arenosol,5.61,31.6,35.3,0.773,9.1,132.0,0.0372,9.7,1.246,Root-knot nematodes
Arenosol,6.36,44.1,18.2,0.451,6.2,191.6,0.0216,7.7,1.031,Rhizoctonia root rot
Plinthosol,5.93,42.4,20.1,0.419,5.9,191.0,0.0444,13.3,1.262,Root-knot nematodes
Arenosol,5.81,36.5,16.8,0.498,6.3,112.3,0.046,5.7,1.182,Fusarium wilt
Arenosol,5.75,28.3,29.4,0.867,9.6,52.8,0.0342,10.8,1.284,Pythium damping-off
Arenosol,5.97,43.0,23.8,0.857,17.5,158.9,0.0445,12.6,1.389,Charcoal rot
Arenosol,5.82,33.1,39.2,0.301,14.7,82.1,0.037,10.3,1.131,Fusarium wilt
Arenosol,5.49,32.2,17.0,0.683,6.1,197.4,0.0463,9.9,1.263,Rhizoctonia root rot
Arenosol,6.0,28.8,19.4,0.493,10.4,105.5,0.0307,9.8,1.163,Rhizoctonia root rot
Arenosol,5.87,32.2,32.5,0.334,5.5,77.2,0.0242,6.0,1.013,Root-knot nematodes
Lixisol,5.92,32.2,22.3,0.697,10.0,187.3,0.0439,10.9,1.31,Fusarium wilt
Vertisol,5.99,30.6,32.7,0.368,19.1,103.6,0.0398,10.2,1.184,Root-knot nematodes
Lixisol,6.36,28.5,23.2,0.633,5.3,183.7,0.0334,7.0,1.148,Root-knot nematodes
Lixisol,6.46,29.0,36.4,0.753,12.3,98.1,0.0312,12.5,1.234,Pythium damping-off
Lixisol,6.01,31.3,18.3,0.89,15.1,79.1,0.0298,11.9,1.303,Charcoal rot
Arenosol,6.22,34.8,37.1,0.746,11.3,171.9,0.0317,6.8,1.182,Pythium damping-off
Arenosol,6.31,30.9,33.5,0.541,15.3,124.1,0.0315,6.1,1.102,Pythium damping-off
Arenosol,6.11,43.9,32.9,0.359,6.5,174.7,0.0403,8.8,1.155,Charcoal rot
Lixisol,5.7,29.4,30.6,0.827,16.9,120.1,0.0292,4.8,1.157,Root-knot nematodes
Lixisol,5.8,28.6,15.0,0.701,10.1,140.9,0.0497,8.3,1.299,Fusarium wilt
Arenosol,6.09,40.1,30.2,0.902,12.9,51.7,0.0249,9.5,1.238,Pythium damping-off
Lixisol,6.0,37.0,10.0,0.742,15.1,171.7,0.039,3.8,1.208,Pythium damping-off
Plinthosol,6.35,29.2,20.0,0.337,13.3,84.7,0.0482,14.1,1.243,Rhizoctonia root rot
Lixisol,6.43,42.8,38.1,0.777,13.1,178.8,0.0435,9.9,1.283,Charcoal rot
Lixisol,5.91,40.3,27.8,0.821,12.5,176.3,0.027,12.5,1.265,Pythium damping-off
Arenosol,6.4,28.2,26.2,0.75,14.6,124.9,0.0233,12.4,1.19,Root-knot nematodes
Regosol,5.95,28.0,18.7,0.489,12.8,189.9,0.0471,3.8,1.175,Fusarium wilt
Plinthosol,6.37,39.0,35.7,0.84,15.6,154.1,0.0383,9.0,1.265,Root-knot nematodes
Arenosol,5.74,44.1,32.9,0.672,15.6,110.5,0.0461,3.7,1.201,Rhizoctonia root rot
Regosol,6.71,36.6,11.4,0.573,17.3,104.3,0.0461,5.5,1.15,Charcoal rot
Plinthosol,6.08,36.6,38.8,0.318,11.7,142.7,0.0321,12.9,1.153,Root-knot nematodes
Arenosol,5.21,29.5,18.0,0.484,11.2,129.9,0.0429,11.9,1.182,Pythium damping-off
Arenosol,5.99,43.2,27.6,0.642,18.9,176.0,0.021,12.1,1.179,Rhizoctonia root rot
Regosol,6.1,38.4,25.8,0.261,19.9,64.8,0.0304,10.5,1.091,Charcoal rot
Plinthosol,6.32,30.4,25.5,0.926,15.2,117.0,0.05,5.2,1.315,Fusarium wilt
Lixisol,6.38,31.3,37.5,0.374,11.9,166.8,0.0368,8.2,1.105,Rhizoctonia root rot
Arenosol,5.64,33.9,30.4,0.394,14.1,88.2,0.0471,9.0,1.186,Root-knot nematodes
Arenosol,5.01,40.6,23.6,0.782,6.9,69.8,0.0235,10.6,1.118,Root-knot nematodes
Vertisol,5.5,33.3,39.1,0.379,9.8,57.9,0.033,4.1,1.017,Root-knot nematodes
Plinthosol,5.26,39.0,13.5,0.299,7.0,129.2,0.028,12.8,1.054,Fusarium wilt
Arenosol,5.38,41.6,38.8,0.365,11.0,57.3,0.0291,11.9,1.08,Pythium damping-off
Arenosol,5.09,42.3,30.2,0.829,5.3,190.7,0.0491,11.7,1.309,Root-knot nematodes
Arenosol,6.64,28.5,27.3,0.24,10.4,174.0,0.0433,5.9,1.046,Pythium damping-off
Lixisol,5.93,31.6,23.3,0.321,15.1,123.1,0.041,9.3,1.158,Root-knot nematodes
Lixisol,6.66,33.0,12.8,0.906,8.0,182.4,0.028,9.3,1.198,Rhizoctonia root rot
Arenosol,6.25,36.5,30.2,0.274,18.7,87.3,0.0454,9.5,1.157,Root-knot nematodes
Regosol,6.62,38.2,25.5,0.674,7.9,159.7,0.046,12.3,1.281,Fusarium wilt
Plinthosol,5.42,34.7,33.7,0.916,6.5,77.8,0.0232,10.3,1.193,Pythium damping-off
Regosol,5.28,36.7,14.0,0.64,6.2,63.6,0.0336,10.0,1.155,Root-knot nematodes
Arenosol,6.12,33.6,23.3,0.904,14.1,59.9,0.0229,8.0,1.204,Fusarium wilt
Lixisol,5.98,42.6,28.0,0.862,11.1,152.9,0.0434,6.2,1.299,Rhizoctonia root rot
Arenosol,6.59,29.3,26.4,0.68,12.2,107.5,0.0307,8.4,1.141,Pythium damping-off
Arenosol,5.95,31.2,34.5,0.69,8.4,89.9,0.0244,10.5,1.188,Fusarium wilt
Plinthosol,6.05,30.4,13.7,0.856,17.7,128.7,0.0445,11.9,1.378,Charcoal rot
Lixisol,6.26,41.9,11.5,0.525,19.0,82.4,0.049,11.2,1.275,Rhizoctonia root rot
Arenosol,6.03,32.5,10.5,0.875,6.4,120.7,0.0411,10.1,1.341,Rhizoctonia root rot
Arenosol,6.5,43.8,29.9,0.599,15.5,131.9,0.0449,9.6,1.228,Pythium damping-off
Arenosol,5.64,36.6,23.9,0.663,14.6,168.3,0.0391,8.3,1.209,Charcoal rot
Arenosol,5.69,34.0,25.8,0.52,13.1,140.5,0.0491,11.1,1.267,Root-knot nematodes
Arenosol,6.16,43.4,21.7,0.819,12.5,50.7,0.0449,14.3,1.39,Fusarium wilt
Vertisol,5.88,35.3,21.7,0.716,6.9,97.4,0.0321,13.6,1.276,Root-knot nematodes
Arenosol,5.46,28.0,36.9,0.84,17.0,178.8,0.0263,5.4,1.128,Charcoal rot
Lixisol,6.79,43.1,10.0,0.91,14.9,170.6,0.0298,4.2,1.128,Root-knot nematodes
Plinthosol,5.82,31.3,21.3,0.279,19.0,74.2,0.0466,7.3,1.143,Fusarium wilt
Arenosol,5.86,44.9,24.3,0.498,14.8,91.1,0.0314,8.3,1.135,Fusarium wilt
Regosol,5.13,37.0,17.5,0.498,9.1,92.4,0.0286,5.8,1.011,Charcoal rot
Lixisol,5.82,33.6,37.5,0.655,7.3,128.4,0.0344,13.0,1.258,Root-knot nematodes
Arenosol,6.28,30.9,30.5,0.708,9.5,124.0,0.0349,10.3,1.23,Root-knot nematodes
Regosol,5.44,31.8,26.7,0.216,8.0,59.3,0.0411,7.6,1.058,Fusarium wilt
Arenosol,6.02,37.1,22.7,0.949,11.7,85.0,0.0424,6.7,1.327,Fusarium wilt
Arenosol,5.08,40.7,13.5,0.853,9.9,80.5,0.0322,12.8,1.228,Fusarium wilt
Vertisol,6.55,38.1,38.8,0.989,14.9,171.2,0.0327,7.6,1.24,Fusarium wilt
Arenosol,5.71,31.9,38.5,0.533,7.1,173.0,0.043,4.8,1.153,Root-knot nematodes
Arenosol,5.43,29.7,38.2,0.439,6.7,199.0,0.0458,3.4,1.094,Pythium damping-off
Vertisol,5.44,44.2,18.0,0.357,12.5,161.4,0.0222,14.7,1.08,Charcoal rot
Lixisol,6.65,39.1,34.8,0.435,15.0,95.9,0.0399,5.9,1.083,Charcoal rot
Arenosol,6.65,37.1,22.6,0.867,8.8,162.9,0.027,6.4,1.143,Rhizoctonia root rot
Regosol,6.0,29.6,18.6,0.929,10.0,85.1,0.0335,7.2,1.276,Fusarium wilt
Arenosol,5.93,42.4,27.3,0.963,9.5,70.6,0.0213,8.0,1.217,Root-knot nematodes
Plinthosol,6.25,33.1,21.3,0.795,13.0,106.1,0.0404,13.6,1.337,Charcoal rot
Arenosol,7.0,43.5,21.2,0.973,15.1,142.5,0.0206,9.8,1.146,Fusarium wilt
Arenosol,5.55,36.9,32.0,0.959,13.1,82.4,0.0388,10.9,1.321,Pythium damping-off
Arenosol,5.13,35.6,15.0,0.287,5.9,53.4,0.0444,9.2,1.089,Charcoal rot
Arenosol,5.79,28.7,21.0,0.574,10.6,63.9,0.0287,7.5,1.124,Rhizoctonia root rot
Arenosol,6.61,31.5,31.9,0.455,6.5,78.7,0.0338,12.1,1.14,Root-knot nematodes
Arenosol,6.05,39.4,13.6,0.538,13.9,171.6,0.0341,4.0,1.114,Fusarium wilt
Arenosol,6.14,39.9,15.1,0.315,15.8,79.9,0.0351,13.1,1.166,Charcoal rot
Arenosol,6.8,38.4,16.9,0.774,11.7,170.2,0.0274,14.1,1.205,Pythium damping-off
Regosol,5.9,43.0,17.4,0.322,13.5,68.5,0.0329,5.0,1.051,Fusarium wilt
Regosol,5.57,41.6,25.1,0.923,11.6,139.4,0.034,6.4,1.224,Rhizoctonia root rot
Arenosol,6.19,36.5,29.7,0.729,16.0,146.0,0.0442,7.8,1.269,Fusarium wilt
Arenosol,6.26,39.2,31.5,0.598,11.8,174.5,0.0239,8.1,1.105,Rhizoctonia root rot
Arenosol,5.91,38.7,24.1,0.275,8.5,67.0,0.0375,12.8,1.17,Charcoal rot
Regosol,5.71,42.0,18.6,0.879,12.1,189.1,0.0202,5.6,1.131,Fusarium wilt
Plinthosol,5.74,36.3,34.3,0.809,12.8,51.6,0.0454,12.7,1.358,Pythium damping-off
Plinthosol,5.42,39.8,22.5,0.328,18.2,81.8,0.0303,11.2,1.072,Rhizoctonia root rot
Arenosol,5.49,40.9,19.7,0.732,13.4,109.4,0.0207,10.0,1.126,Fusarium wilt
Arenosol,5.63,41.2,24.8,0.225,5.3,72.1,0.0301,13.6,1.092,Fusarium wilt
Plinthosol,6.4,28.2,30.7,0.821,6.2,148.9,0.0391,6.4,1.227,Root-knot nematodes
Lixisol,6.66,36.5,17.1,0.879,6.3,103.6,0.0332,10.7,1.24,Rhizoctonia root rot
Lixisol,6.7,34.5,39.5,0.222,14.6,144.9,0.0252,11.7,1.004,Pythium damping-off
Arenosol,6.67,32.3,28.9,0.628,9.6,122.9,0.0442,7.7,1.19,Pythium damping-off
Lixisol,5.59,40.7,15.0,0.936,5.3,126.3,0.0379,6.1,1.248,Rhizoctonia root rot
Lixisol,5.31,33.8,23.3,0.241,19.9,62.8,0.0331,4.2,0.957,Root-knot nematodes
Arenosol,5.65,35.0,12.6,0.939,6.7,169.2,0.0382,4.0,1.23,Fusarium wilt
Arenosol,5.92,29.7,12.7,0.329,7.4,88.9,0.034,14.0,1.181,Pythium damping-off
Plinthosol,6.23,33.9,14.7,0.915,10.8,125.8,0.0345,6.2,1.24,Root-knot nematodes
Arenosol,5.17,37.1,15.0,0.328,8.9,71.0,0.036,7.7,1.034,Fusarium wilt
Arenosol,6.47,33.3,21.1,0.4,9.1,106.3,0.0326,13.9,1.154,Pythium damping-off
Arenosol,5.63,40.6,30.5,0.697,15.7,142.3,0.0266,4.8,1.096,Pythium damping-off
Lixisol,6.13,32.2,27.8,0.53,6.7,50.8,0.0329,10.9,1.189,Rhizoctonia root rot
Plinthosol,5.97,40.2,30.6,0.233,10.4,97.9,0.0229,7.4,1.003,Root-knot nematodes
Regosol,6.27,38.5,32.9,0.987,10.1,152.9,0.04,12.8,1.38,Root-knot nematodes
Arenosol,6.36,32.1,36.4,0.762,8.6,108.8,0.0289,6.8,1.157,Fusarium wilt
Arenosol,5.99,37.0,17.7,0.256,12.6,172.0,0.037,8.6,1.112,Fusarium wilt
Arenosol,5.81,43.2,18.8,0.308,14.9,162.9,0.0418,4.0,1.077,Charcoal rot
Lixisol,6.18,41.7,13.3,0.41,17.6,113.4,0.0246,13.8,1.137,Fusarium wilt
Arenosol,6.12,37.7,24.5,0.652,5.1,97.0,0.0364,9.1,1.224,Root-knot nematodes
Vertisol,6.01,33.2,30.3,0.899,13.8,120.7,0.0497,5.1,1.335,Pythium damping-off
Lixisol,6.01,38.5,21.0,0.668,6.2,117.2,0.0367,4.1,1.175,Fusarium wilt
Arenosol,5.47,35.6,32.4,0.897,10.7,102.2,0.0454,4.0,1.242,Pythium damping-off
Arenosol,6.69,38.1,28.0,0.932,10.4,132.1,0.0483,6.6,1.288,Charcoal rot
Plinthosol,6.4,37.0,12.3,0.655,12.4,188.5,0.0321,7.3,1.147,Fusarium wilt
Arenosol,6.47,41.1,37.2,0.841,13.6,91.6,0.0481,11.1,1.342,Rhizoctonia root rot
Lixisol,6.38,29.4,38.9,0.66,16.7,73.8,0.0368,8.8,1.199,Pythium damping-off
Plinthosol,6.58,32.5,30.0,0.427,10.3,147.6,0.0454,5.8,1.121,Fusarium wilt
