pH,N,P,K,humidite,texture_du_sol,culture
6.67,28.74,12.43,50.97,24.46,sableux,niebe
5.47,47.26,45.09,108.81,49.61,argileux,riz
6.97,40.36,23.11,84.27,24.62,sablo-argileux,niebe
6.15,34.32,24.38,94.29,20.87,limono-argileux,sorgho
6.64,32.93,23.8,85.76,13.99,sableux,niebe
6.39,40.75,22.0,91.23,40.81,argileux,riz
6.6,19.41,34.82,87.45,16.16,sablo-limoneux,arachide
6.23,22.3,28.96,44.07,23.24,sablo-limoneux,arachide
5.8,49.79,45.87,79.68,58.25,argileux,riz
5.58,48.8,21.47,112.95,28.96,sablo-argileux,mil
5.82,56.92,17.04,108.58,16.88,limono-argileux,sorgho
5.69,34.14,22.34,60.82,21.05,sableux,mil
5.85,27.03,25.45,85.32,23.46,sableux,mil
6.26,36.19,21.02,129.37,31.26,sablo-argileux,sorgho
6.36,54.05,23.36,112.86,66.41,argileux,riz
5.6,31.92,24.62,81.85,10.01,sablo-limoneux,arachide
6.28,46.2,18.71,85.3,24.86,sablo-argileux,niebe
6.91,39.69,35.4,118.34,29.52,limono-argileux,sorgho
7.26,54.17,23.82,83.86,31.23,limono-argileux,sorgho
5.79,40.25,12.43,54.26,26.37,sableux,mil
6.07,24.01,16.2,62.45,16.65,sablo-argileux,niebe
6.0,43.6,44.44,110.66,32.59,limoneux,riz
6.42,57.99,16.64,104.85,15.15,limono-argileux,sorgho
6.38,59.17,32.46,72.49,32.13,limono-argileux,sorgho
6.94,39.49,21.61,77.73,18.01,sablo-limoneux,arachide
5.16,58.53,36.2,120.51,62.67,limoneux,riz
7.05,26.52,16.45,78.62,14.87,sablo-argileux,niebe
6.07,56.36,20.94,83.7,30.96,argileux,riz
5.85,27.66,34.94,59.58,19.89,sablo-limoneux,arachide
5.92,24.91,27.26,77.82,15.05,sablo-argileux,mil
5.2,76.58,26.04,133.83,56.21,limoneux,riz
6.2,30.4,12.12,52.18,22.3,sableux,mil
5.68,36.61,30.64,66.73,13.76,sableux,arachide
6.3,39.51,12.53,98.78,20.16,sableux,mil
6.83,46.07,11.01,99.74,21.33,sableux,niebe
5.97,54.12,33.95,149.95,46.44,argileux,riz
6.32,33.66,24.97,87.58,15.12,sableux,niebe
6.4,31.41,11.62,63.13,17.47,sablo-argileux,niebe
5.59,60.99,28.22,131.27,55.46,limoneux,riz
5.89,43.29,12.14,100.36,11.34,sablo-argileux,mil
6.4,23.88,32.28,74.03,19.52,sablo-limoneux,arachide
6.28,45.92,37.99,86.54,51.57,argileux,riz
6.27,48.93,20.53,81.23,22.5,sablo-argileux,mil
6.97,52.19,15.96,98.39,17.08,limono-argileux,sorgho
5.72,47.62,22.77,103.43,63.18,limoneux,riz
6.4,22.48,20.53,76.53,23.46,sablo-argileux,niebe
6.8,42.7,14.37,102.98,22.94,sableux,mil
7.12,22.49,10.13,62.88,14.49,sablo-argileux,niebe
6.41,34.27,30.86,87.67,15.47,limono-argileux,sorgho
5.55,37.43,33.24,78.6,15.62,sableux,arachide
6.91,35.84,22.5,61.03,10.14,sablo-limoneux,arachide
6.87,47.92,24.64,78.99,22.46,sablo-argileux,niebe
7.33,54.08,34.62,76.12,22.23,limono-argileux,sorgho
6.1,33.26,24.92,56.18,19.09,sablo-limoneux,arachide
5.95,38.11,11.37,99.81,18.32,sableux,mil
6.49,45.52,49.9,77.36,33.67,limoneux,riz
7.09,22.07,20.58,93.8,14.26,sablo-argileux,niebe
6.5,43.85,40.17,109.08,59.02,argileux,riz
6.2,22.56,31.73,75.87,21.98,sablo-limoneux,arachide
5.52,38.72,18.24,82.67,13.43,sablo-argileux,mil
5.58,63.51,42.93,78.89,37.55,limoneux,riz
6.04,32.64,21.55,83.79,18.64,sableux,mil
6.13,65.07,44.76,119.21,68.05,limoneux,riz
6.19,45.79,27.69,114.23,21.41,sableux,mil
7.18,41.97,15.36,66.02,22.8,limono-argileux,sorgho
6.27,36.03,19.59,85.72,16.39,sablo-limoneux,arachide
6.11,25.88,12.71,92.02,16.2,sablo-argileux,niebe
5.72,49.55,39.05,102.14,64.24,argileux,riz
5.7,75.03,20.75,64.43,30.28,limoneux,riz
6.52,20.86,20.58,65.11,21.86,sableux,niebe
6.13,59.07,39.44,78.27,53.6,limoneux,riz
6.55,35.57,18.93,79.74,22.7,sableux,arachide
6.91,48.65,16.76,108.25,15.24,sablo-argileux,mil
5.05,75.22,24.14,60.82,62.03,argileux,riz
5.52,15.59,24.84,42.7,22.87,sableux,arachide
6.4,49.97,18.63,85.15,14.45,sableux,mil
7.35,41.83,35.56,121.96,24.12,limono-argileux,sorgho
6.03,59.21,32.62,116.76,15.22,limono-argileux,sorgho
6.45,25.5,17.27,59.66,21.8,sableux,niebe
6.33,46.36,44.37,104.03,31.4,argileux,riz
6.05,26.69,31.89,72.19,20.3,sableux,arachide
6.36,47.82,13.22,91.52,23.92,sableux,mil
6.05,33.28,28.21,77.61,15.46,sableux,mil
6.99,29.87,14.52,57.84,23.74,sablo-argileux,niebe
6.32,45.29,11.79,72.66,15.42,sablo-argileux,niebe
6.96,23.23,34.49,52.79,20.05,sableux,arachide
6.88,21.13,11.28,68.43,20.51,sableux,niebe
6.46,49.43,24.33,82.0,23.19,sablo-argileux,sorgho
5.83,37.21,18.71,78.76,12.05,sablo-argileux,mil
6.34,37.18,38.93,128.17,31.38,limono-argileux,sorgho
6.68,16.77,26.07,41.1,20.97,sablo-limoneux,arachide
6.77,39.24,24.96,124.2,26.32,limono-argileux,sorgho
6.22,18.14,20.96,81.84,13.57,sablo-limoneux,arachide
7.02,46.73,14.04,73.4,15.18,sablo-argileux,niebe
5.06,51.58,37.1,123.12,61.25,argileux,riz
6.1,51.0,38.01,145.62,43.63,argileux,riz
6.02,64.42,40.18,106.59,64.0,limoneux,riz
6.19,67.71,45.73,96.48,56.85,argileux,riz
6.05,32.35,29.14,77.98,23.78,sablo-argileux,sorgho
6.37,27.47,32.69,85.12,19.51,sablo-limoneux,arachide
5.86,49.94,27.85,102.78,20.52,sablo-argileux,mil
5.94,33.61,18.18,83.31,15.37,sableux,arachide
6.15,43.67,44.43,144.48,48.03,argileux,riz
7.12,47.34,17.28,75.47,15.55,sableux,niebe
6.66,48.57,37.66,109.85,18.47,limono-argileux,sorgho
6.82,33.71,36.06,103.52,23.42,limono-argileux,sorgho
6.3,69.85,38.37,99.59,45.86,argileux,riz
6.73,32.87,20.19,80.21,29.22,limono-argileux,sorgho
6.56,36.11,16.29,81.75,20.52,sablo-argileux,niebe
6.01,41.16,35.95,113.38,31.94,limono-argileux,sorgho
6.59,47.75,22.92,93.56,24.87,sableux,niebe
7.21,52.68,39.57,91.1,31.16,sablo-argileux,sorgho
5.75,42.27,43.87,128.62,33.23,argileux,riz
7.08,49.08,24.81,93.34,22.26,sablo-argileux,niebe
6.19,38.83,15.2,84.7,18.93,sableux,arachide
5.72,28.8,22.32,41.68,22.93,sableux,arachide
6.0,39.32,15.26,73.35,16.85,sableux,niebe
6.06,25.27,24.02,69.33,23.7,sablo-argileux,niebe
6.23,42.64,24.43,62.59,22.04,sableux,niebe
6.84,23.07,12.49,62.23,19.91,sableux,niebe
7.33,33.04,24.37,75.56,30.39,limono-argileux,sorgho
5.7,66.31,44.31,98.87,54.51,argileux,riz
6.55,47.14,22.0,70.04,19.23,limono-argileux,sorgho
5.73,30.3,15.07,87.09,10.04,sableux,arachide
6.41,21.14,20.9,58.85,19.3,sableux,mil
6.73,20.64,24.87,69.72,23.32,sablo-argileux,niebe
5.46,48.74,29.1,72.46,59.99,limoneux,riz
7.15,47.6,25.39,63.06,27.98,limono-argileux,sorgho
6.1,40.35,28.53,117.95,27.94,sablo-argileux,sorgho
5.87,57.91,31.2,121.55,25.26,limono-argileux,sorgho
5.57,40.83,39.25,143.8,44.16,argileux,riz
6.53,51.18,16.45,118.53,16.35,limono-argileux,sorgho
6.95,34.0,24.44,45.84,19.32,sablo-limoneux,arachide
6.95,29.17,12.37,68.15,13.88,sableux,niebe
5.21,61.52,22.27,78.27,62.16,limoneux,riz
7.12,42.99,19.0,116.71,24.34,sablo-argileux,sorgho
5.89,64.04,34.77,78.27,33.04,limoneux,riz
7.42,41.81,29.82,109.19,18.96,limono-argileux,sorgho
5.04,51.43,22.32,72.53,62.53,limoneux,riz
6.13,44.75,27.93,94.11,20.78,sablo-argileux,mil
6.7,31.47,21.74,52.38,11.61,sablo-limoneux,arachide
6.85,24.8,11.9,103.62,15.82,sableux,mil
6.5,46.04,28.04,146.13,34.45,limoneux,riz
5.88,15.38,17.79,42.15,21.18,sablo-limoneux,arachide
7.43,53.3,27.51,108.33,18.97,limono-argileux,sorgho
5.4,55.1,20.93,65.29,67.37,limoneux,riz
6.87,45.01,24.38,118.97,29.44,sablo-argileux,mil
6.96,41.74,20.17,86.55,17.34,sableux,niebe
6.89,20.21,23.57,54.81,23.06,sablo-argileux,niebe
6.06,63.49,39.51,139.24,51.5,argileux,riz
6.45,31.75,20.43,108.45,10.22,sableux,mil
6.77,33.81,15.19,55.57,12.39,sablo-limoneux,arachide
7.42,52.73,23.07,87.63,21.9,sablo-argileux,sorgho
6.81,21.08,24.21,87.35,13.14,sableux,niebe
6.8,53.33,19.5,89.8,25.75,limono-argileux,sorgho
5.95,58.55,29.01,144.91,50.86,limoneux,riz
6.45,46.2,24.46,81.29,25.49,limono-argileux,sorgho
6.37,37.97,27.9,89.61,19.67,sableux,arachide
5.75,36.11,18.32,56.09,22.0,sablo-limoneux,arachide
6.66,49.36,23.42,65.73,19.22,limono-argileux,sorgho
6.05,21.51,10.43,60.72,23.48,sablo-argileux,niebe
6.93,29.01,18.92,53.02,16.91,sableux,arachide
5.81,29.21,16.16,42.16,15.94,sableux,arachide
6.34,29.38,22.71,55.55,24.79,sablo-argileux,niebe
6.46,57.0,48.49,114.76,31.37,limoneux,riz
5.07,48.07,30.12,86.65,37.07,argileux,riz
5.94,33.59,14.67,78.25,27.43,sablo-argileux,mil
6.99,31.42,19.05,77.43,30.93,sablo-argileux,sorgho
6.26,37.35,20.17,82.21,22.91,sablo-argileux,mil
6.96,51.33,29.36,125.98,20.17,sablo-argileux,sorgho
6.05,32.94,16.97,85.04,24.35,sablo-limoneux,arachide
6.96,30.68,16.1,65.12,19.76,sablo-argileux,niebe
5.93,17.43,17.5,79.74,23.08,sablo-limoneux,arachide
6.26,24.82,10.67,85.98,12.53,sableux,mil
7.13,27.6,20.6,77.23,14.51,sableux,niebe
6.72,38.85,23.97,50.38,12.38,sablo-limoneux,arachide
5.85,22.78,16.42,108.19,15.09,sablo-argileux,mil
6.0,51.47,24.0,126.44,32.8,limono-argileux,sorgho
7.13,38.91,25.39,61.83,33.96,sablo-argileux,sorgho
5.72,38.9,24.63,107.31,28.67,sableux,mil
5.92,36.73,15.79,74.07,24.74,sablo-argileux,mil
5.7,49.91,12.96,117.32,21.4,sablo-argileux,mil
5.31,46.17,48.45,92.97,35.34,argileux,riz
5.39,59.05,40.31,100.81,58.8,limoneux,riz
6.04,79.01,21.13,108.98,43.02,argileux,riz
6.16,55.53,37.91,71.52,21.54,sablo-argileux,sorgho
6.2,50.19,15.89,60.55,16.57,sablo-argileux,sorgho
7.36,38.38,19.92,84.45,16.54,sablo-argileux,sorgho
5.62,29.88,28.71,85.06,21.65,sablo-limoneux,arachide
6.0,37.46,21.91,63.63,23.11,sablo-argileux,niebe
6.63,40.33,19.75,65.89,29.96,limono-argileux,sorgho
6.91,39.27,21.91,52.38,24.43,sablo-argileux,niebe
5.77,26.76,28.2,62.4,22.04,sableux,mil
5.58,25.35,10.18,95.96,11.9,sablo-argileux,mil
5.38,63.21,27.27,69.49,63.0,argileux,riz
6.19,28.13,28.54,73.25,14.79,sablo-limoneux,arachide
5.95,32.74,20.51,117.11,18.93,sableux,mil
5.79,19.33,17.51,55.16,10.72,sableux,arachide
6.13,43.25,23.29,103.28,23.9,sablo-argileux,sorgho
5.85,32.61,33.73,78.85,26.02,sablo-argileux,sorgho
5.99,45.92,21.16,84.86,21.98,sableux,mil
6.27,55.64,32.05,109.35,23.94,sablo-argileux,sorgho
6.36,52.61,40.69,104.09,49.24,argileux,riz
6.34,49.4,17.58,75.8,23.89,limono-argileux,sorgho
7.49,45.64,37.41,85.61,20.22,sablo-argileux,sorgho
6.34,42.96,23.29,66.58,12.07,sableux,niebe
6.07,56.13,31.79,118.29,18.5,limono-argileux,sorgho
5.94,28.97,18.8,49.75,22.88,sablo-limoneux,arachide
6.93,45.1,19.65,62.26,23.34,sablo-argileux,niebe
5.29,55.68,20.56,63.09,54.89,limoneux,riz
7.43,40.35,32.29,70.04,31.68,sablo-argileux,sorgho
6.91,45.49,18.06,80.47,13.26,sableux,niebe
6.89,39.16,18.83,61.86,12.77,sablo-argileux,mil
6.75,33.99,10.7,77.95,10.97,sableux,mil
6.86,32.62,20.02,90.13,16.56,sableux,mil
6.2,18.29,22.02,47.79,21.47,sableux,arachide
6.08,43.51,13.27,56.57,11.8,sablo-argileux,mil
5.77,69.08,23.37,100.5,37.12,argileux,riz
5.27,79.68,41.48,117.85,53.6,argileux,riz
6.36,28.24,27.44,89.53,16.97,sablo-limoneux,arachide
6.93,33.09,15.51,86.89,11.28,sablo-limoneux,arachide
5.46,43.33,35.1,149.79,45.47,argileux,riz
5.7,20.82,17.35,74.52,27.53,sablo-argileux,mil
5.58,34.38,29.41,89.55,10.13,sableux,arachide
7.0,31.99,16.12,84.38,23.13,sablo-limoneux,arachide
7.18,38.77,12.52,56.82,14.97,sableux,niebe
5.86,41.41,41.75,107.85,50.58,argileux,riz
6.98,58.66,37.15,116.25,20.57,limono-argileux,sorgho
5.56,46.38,46.6,69.2,34.0,argileux,riz
6.21,24.15,16.0,78.39,16.57,sableux,niebe
6.73,24.39,28.08,65.58,18.22,sablo-limoneux,arachide
7.12,34.26,21.08,74.03,22.85,sablo-argileux,niebe
6.26,22.85,22.17,84.37,20.71,sableux,arachide
6.34,58.37,24.32,74.58,22.2,sablo-argileux,sorgho
6.58,37.49,18.78,55.85,20.2,sableux,mil
5.9,29.62,20.59,45.57,21.37,sablo-limoneux,arachide
5.94,41.85,17.14,123.49,26.56,limono-argileux,sorgho
5.85,38.93,25.09,58.87,13.09,sablo-argileux,mil
5.65,56.73,28.85,124.41,58.03,argileux,riz
6.22,56.37,24.98,103.6,61.46,argileux,riz
6.98,59.1,17.53,115.69,21.71,sablo-argileux,sorgho
6.4,33.18,23.17,104.45,28.8,sablo-argileux,sorgho
6.13,36.01,11.47,102.37,25.92,sablo-argileux,mil
7.0,48.96,22.0,84.32,17.19,sablo-argileux,niebe
5.74,56.66,41.93,125.7,57.62,argileux,riz
6.04,18.17,24.05,85.41,17.29,sableux,arachide
6.39,41.31,21.45,103.64,19.89,sablo-argileux,mil
6.32,27.83,21.74,58.2,14.23,sablo-argileux,niebe
5.37,65.17,24.68,116.76,54.91,limoneux,riz
6.94,29.67,31.47,44.86,15.95,sableux,arachide
7.1,49.35,38.11,93.12,30.01,sablo-argileux,sorgho
5.53,66.64,46.25,141.96,36.58,argileux,riz
6.82,36.69,22.27,72.07,16.2,sablo-argileux,mil
6.69,29.81,11.21,54.38,14.28,sableux,niebe
5.68,52.38,22.69,70.31,50.05,argileux,riz
5.53,18.34,30.47,46.35,18.33,sableux,arachide
6.28,23.22,21.61,61.15,14.51,sableux,niebe
6.44,24.46,21.1,53.53,18.49,sablo-limoneux,arachide
5.71,36.97,32.94,62.98,11.18,sableux,arachide
6.77,42.04,15.36,85.01,21.29,sableux,mil
5.54,37.85,29.86,77.0,23.98,sableux,mil
5.34,48.34,46.97,134.73,57.14,argileux,riz
6.36,33.13,18.58,100.9,22.91,sablo-argileux,sorgho
6.0,15.17,29.04,54.92,19.12,sablo-limoneux,arachide
6.31,26.89,19.5,68.4,21.36,sablo-limoneux,arachide
6.23,21.33,17.96,85.07,14.9,sableux,arachide
6.5,22.88,19.1,68.23,23.85,sablo-argileux,mil
6.86,54.69,24.51,95.37,16.48,limono-argileux,sorgho
7.3,58.37,18.58,97.9,29.68,sablo-argileux,sorgho
6.0,44.32,18.27,93.5,24.02,sablo-argileux,niebe
6.12,28.24,19.53,50.97,15.05,sablo-limoneux,arachide
6.55,31.3,17.21,50.17,11.09,sablo-limoneux,arachide
7.07,46.34,17.96,89.63,15.51,sableux,niebe
6.66,33.2,15.05,56.13,23.31,sableux,arachide
6.31,65.66,49.44,146.17,52.92,argileux,riz
6.65,29.2,16.81,81.93,11.02,sableux,arachide
6.97,35.53,24.57,91.59,15.54,sablo-argileux,sorgho
6.05,66.65,32.33,64.99,32.72,limoneux,riz
5.96,40.48,15.39,74.5,22.72,sableux,mil
5.86,21.63,24.46,110.53,28.6,sablo-argileux,mil
6.46,50.71,46.72,141.87,43.25,argileux,riz
7.04,47.12,21.69,95.42,12.06,sablo-argileux,niebe
5.58,26.71,13.45,59.18,24.63,sableux,mil
6.94,31.23,21.49,71.57,18.86,sablo-argileux,mil
5.82,37.22,25.87,111.77,16.8,sableux,mil
6.86,42.25,25.53,119.06,30.37,limono-argileux,sorgho
6.34,38.83,20.19,98.97,21.47,sablo-argileux,niebe
6.12,50.23,34.3,100.59,64.97,argileux,riz
7.2,40.75,17.33,94.55,20.13,sablo-argileux,niebe
6.84,27.73,22.85,79.88,17.0,sablo-argileux,niebe
5.54,34.06,21.05,74.29,16.8,sableux,arachide
6.82,34.17,34.09,111.42,32.21,sablo-argileux,sorgho
6.17,58.51,27.83,148.97,51.1,limoneux,riz
5.52,18.13,30.29,87.15,10.25,sablo-limoneux,arachide
6.03,46.46,21.94,75.12,67.1,argileux,riz
5.85,79.53,29.12,111.63,39.46,limoneux,riz
6.56,24.98,19.35,48.61,23.86,sablo-limoneux,arachide
6.6,29.78,14.92,57.14,23.5,sableux,mil
6.09,39.63,32.14,126.99,18.58,limono-argileux,sorgho
6.5,31.48,23.43,114.66,24.36,limono-argileux,sorgho
6.86,41.65,20.48,54.98,21.69,sableux,niebe
5.82,56.8,17.38,96.32,22.57,limono-argileux,sorgho
5.53,26.09,22.54,114.31,22.16,sablo-argileux,mil
5.84,33.1,25.84,112.53,26.06,sableux,mil
6.28,51.77,47.76,82.76,49.71,limoneux,riz
6.36,29.95,20.98,78.69,12.11,sableux,niebe
6.29,49.83,23.46,54.74,18.05,sableux,mil
6.13,45.15,27.72,118.2,44.76,argileux,riz
6.65,26.28,20.22,41.22,10.93,sablo-limoneux,arachide
6.41,20.69,25.7,88.24,19.56,sablo-limoneux,arachide
5.25,55.03,38.84,73.46,40.94,argileux,riz
6.87,20.4,32.42,54.97,18.68,sableux,arachide
6.48,28.9,21.1,100.22,13.63,sableux,mil
6.99,49.47,29.61,68.84,15.84,limono-argileux,sorgho
6.29,38.78,26.65,44.33,10.08,sablo-limoneux,arachide
6.4,43.94,26.25,54.78,29.85,sablo-argileux,mil
6.08,24.77,23.89,71.11,19.73,sableux,niebe
5.79,40.61,15.7,65.18,22.15,sableux,mil
6.21,28.5,31.74,89.71,23.32,sableux,arachide
6.27,52.3,20.25,121.42,46.28,limoneux,riz
6.24,42.93,47.38,141.95,58.74,argileux,riz
5.83,32.57,25.18,52.97,22.52,sableux,arachide
7.09,37.38,14.48,77.1,18.89,sablo-argileux,niebe
6.3,23.63,12.58,75.79,21.63,sablo-argileux,niebe
6.45,41.72,15.16,100.81,23.61,limono-argileux,sorgho
6.18,30.96,18.22,87.17,17.46,sablo-argileux,niebe
6.56,37.86,24.7,70.49,17.88,sableux,niebe
6.13,30.9,17.12,62.24,23.95,sablo-argileux,niebe
6.76,26.23,19.48,70.25,13.01,sablo-argileux,niebe
6.12,51.76,41.31,92.82,69.76,limoneux,riz
6.21,60.4,42.39,107.08,47.47,limoneux,riz
7.03,32.92,11.64,67.28,14.92,sablo-argileux,niebe
5.69,42.69,25.1,51.09,12.05,sablo-argileux,mil
6.48,49.7,25.95,70.94,69.27,argileux,riz
7.31,39.69,15.73,104.08,16.63,limono-argileux,sorgho
6.93,22.0,19.18,113.07,29.48,sableux,mil
5.77,75.9,30.65,128.56,46.84,limoneux,riz
6.37,32.08,25.82,49.46,12.5,sableux,arachide
6.38,36.12,30.46,66.15,19.85,sablo-limoneux,arachide
6.47,46.18,17.4,56.29,12.86,sablo-argileux,niebe
6.49,42.28,15.41,91.01,12.85,sableux,niebe
6.57,34.52,22.28,53.29,12.9,sableux,mil
6.39,43.74,25.1,110.39,27.95,sablo-argileux,sorgho
5.89,38.27,15.34,110.46,26.17,sableux,mil
7.27,43.79,19.85,123.9,30.24,sablo-argileux,sorgho
6.98,41.83,10.06,76.18,16.33,sablo-argileux,niebe
6.96,45.19,16.72,61.74,21.48,sablo-argileux,mil
5.56,27.53,27.36,119.02,13.71,sableux,mil
6.1,67.12,45.43,71.34,50.75,limoneux,riz
6.65,28.65,34.17,61.36,22.97,sablo-limoneux,arachide
6.08,36.91,13.64,61.76,17.99,sableux,niebe
5.69,35.39,12.62,73.84,16.31,sablo-argileux,mil
7.4,41.65,18.24,63.82,32.13,sablo-argileux,sorgho
6.65,34.78,27.1,86.35,11.77,sablo-argileux,mil
5.49,67.71,49.46,149.07,31.12,limoneux,riz
6.82,31.03,18.49,76.89,28.56,limono-argileux,sorgho
5.94,15.54,21.61,62.61,10.68,sablo-limoneux,arachide
6.66,52.44,34.33,89.39,19.25,sablo-argileux,sorgho
7.11,44.5,26.38,92.7,18.93,limono-argileux,sorgho
6.95,54.53,23.01,67.22,24.15,limono-argileux,sorgho
6.64,43.99,38.22,70.01,16.66,limono-argileux,sorgho
5.35,51.77,48.64,104.71,61.22,argileux,riz
7.08,33.52,14.74,79.07,21.59,sableux,niebe
6.53,44.64,36.28,100.89,27.57,limono-argileux,sorgho
6.04,37.99,21.99,88.21,12.66,sablo-argileux,niebe
7.04,32.07,16.02,111.12,16.79,sablo-argileux,sorgho
6.28,51.65,18.94,102.83,29.18,sablo-argileux,sorgho
6.27,48.53,24.62,100.42,24.84,sablo-argileux,sorgho
6.38,35.01,21.13,90.22,18.76,sableux,mil
6.37,25.42,12.81,62.62,12.69,sablo-argileux,niebe
5.89,52.92,27.76,123.62,19.39,sablo-argileux,sorgho
6.81,49.45,28.68,88.13,25.67,limono-argileux,sorgho
6.23,40.05,36.62,134.25,40.56,argileux,riz
6.89,30.67,34.8,67.42,16.49,sableux,arachide
5.52,21.22,31.42,49.05,12.82,sableux,arachide
6.71,47.93,29.6,101.13,29.94,sablo-argileux,mil
6.49,40.12,16.07,88.54,17.43,sablo-argileux,mil
6.2,45.19,20.53,57.47,20.1,sablo-argileux,niebe
6.44,19.51,19.41,87.31,21.89,sablo-limoneux,arachide
6.74,42.44,23.44,90.62,17.02,limono-argileux,sorgho
7.06,34.38,11.69,81.84,21.92,sableux,niebe
6.57,39.44,36.06,60.43,28.91,limono-argileux,sorgho
6.09,41.87,24.92,90.18,23.93,sableux,niebe
6.87,40.48,20.76,72.53,15.21,sablo-argileux,niebe
6.41,45.95,35.18,111.97,33.79,limoneux,riz
6.17,60.29,49.14,142.96,63.43,limoneux,riz
5.6,73.0,47.69,67.29,47.83,limoneux,riz
6.66,29.72,27.33,58.0,15.64,sablo-limoneux,arachide
5.64,24.4,28.27,114.08,29.87,sablo-argileux,mil
6.9,35.63,30.96,82.04,14.81,sablo-limoneux,arachide
6.02,26.38,20.24,84.57,12.04,sableux,niebe
5.55,75.29,34.8,103.81,61.8,limoneux,riz
7.49,48.08,28.41,105.18,25.13,sablo-argileux,sorgho
6.81,46.0,17.54,73.27,33.11,limono-argileux,sorgho
5.24,61.78,29.47,104.2,37.1,limoneux,riz
6.22,43.67,20.46,129.22,20.24,limono-argileux,sorgho
7.08,37.54,21.33,83.62,28.69,sablo-argileux,sorgho
6.09,43.56,19.03,59.09,21.17,sablo-argileux,niebe
6.3,27.66,34.03,83.27,20.01,sableux,arachide
6.79,22.19,22.79,59.55,16.12,sableux,arachide
6.82,57.58,20.47,86.27,22.84,limono-argileux,sorgho
7.17,33.0,16.56,99.43,15.44,sablo-argileux,niebe
7.24,56.6,15.28,86.78,23.5,sablo-argileux,sorgho
7.36,49.4,23.31,120.76,26.12,sablo-argileux,sorgho
6.86,42.46,13.33,97.73,14.53,sableux,niebe
6.61,27.05,11.25,104.32,17.48,sablo-argileux,mil
6.41,51.8,34.67,120.68,24.73,sablo-argileux,sorgho
6.57,20.12,23.19,80.65,11.37,sablo-limoneux,arachide
6.76,30.21,13.12,71.84,28.21,sablo-argileux,mil
5.32,43.6,42.33,104.23,30.35,limoneux,riz
6.51,24.17,12.49,95.29,19.12,sableux,niebe
6.64,28.69,20.23,74.0,14.62,sablo-argileux,niebe
6.1,58.24,20.82,149.97,52.78,argileux,riz
5.08,62.91,44.15,107.25,62.01,limoneux,riz
6.04,44.08,26.53,63.84,23.44,limono-argileux,sorgho
6.14,29.92,14.85,107.14,13.76,sableux,mil
6.15,41.42,25.13,78.13,49.2,argileux,riz
6.03,39.44,28.78,103.09,34.19,sablo-argileux,sorgho
6.44,58.68,36.52,117.79,32.11,argileux,riz
5.88,31.08,22.29,56.68,21.52,sablo-argileux,mil
6.0,29.3,15.62,94.09,22.75,sableux,niebe
6.79,44.77,15.94,63.0,26.74,limono-argileux,sorgho
6.81,37.28,16.16,51.54,10.86,sablo-limoneux,arachide
5.79,15.53,16.31,67.79,23.63,sablo-limoneux,arachide
6.62,31.65,38.16,118.43,27.29,sablo-argileux,sorgho
6.62,46.19,16.61,96.84,20.26,sableux,mil
5.87,44.32,11.08,88.01,29.32,sablo-argileux,mil
6.01,38.11,24.43,97.95,24.09,sableux,niebe
6.58,36.87,16.46,52.26,15.72,sableux,niebe
5.78,17.42,26.23,59.25,19.54,sablo-limoneux,arachide
7.14,27.08,20.0,50.55,24.43,sablo-argileux,niebe
6.13,35.82,26.48,68.78,29.44,limono-argileux,sorgho
6.82,20.9,30.05,52.32,13.3,sableux,arachide
6.28,40.24,37.71,109.87,37.08,limoneux,riz
6.49,47.08,15.38,116.82,22.23,sablo-argileux,mil
6.73,20.04,10.13,105.51,18.64,sablo-argileux,mil
6.46,32.56,15.72,79.38,22.25,sablo-limoneux,arachide
6.45,56.81,40.89,149.65,31.99,limoneux,riz
6.31,54.6,28.82,65.38,61.26,argileux,riz
6.11,38.32,28.08,98.96,20.06,limono-argileux,sorgho
5.56,41.06,19.7,100.19,11.56,sablo-argileux,mil
5.91,44.52,20.33,81.91,29.33,limono-argileux,sorgho
5.42,61.64,48.75,139.97,67.24,limoneux,riz
7.0,36.35,38.12,120.43,23.05,limono-argileux,sorgho
6.07,27.12,19.11,83.22,17.25,sablo-argileux,niebe
7.3,52.75,27.01,116.3,17.59,limono-argileux,sorgho
6.21,33.54,28.13,107.76,31.12,sablo-argileux,sorgho
7.36,46.85,18.49,68.88,29.6,limono-argileux,sorgho
6.63,19.81,32.79,40.87,18.19,sableux,arachide
6.9,31.4,23.48,65.42,20.26,sablo-argileux,niebe
6.5,36.1,24.87,90.24,25.82,sablo-argileux,mil
5.81,23.08,23.61,89.35,22.08,sablo-limoneux,arachide
5.92,50.23,26.7,132.93,32.81,argileux,riz
6.39,41.29,30.59,134.61,62.33,limoneux,riz
6.2,36.68,19.54,104.93,22.03,sableux,mil
5.83,37.71,30.05,70.28,13.58,sablo-limoneux,arachide
6.23,48.63,20.11,108.3,20.49,sablo-argileux,mil
6.48,50.76,34.18,97.58,25.48,limono-argileux,sorgho
6.5,51.04,30.06,74.74,19.17,sablo-argileux,sorgho
6.27,34.17,24.39,74.53,22.19,sableux,arachide
6.38,20.95,16.61,88.58,17.71,sablo-limoneux,arachide
6.96,36.24,30.96,107.81,34.02,sablo-argileux,sorgho
6.49,40.69,17.29,89.8,26.27,sableux,mil
6.0,56.4,22.47,105.39,17.37,limono-argileux,sorgho
